"ipc_class","publication_number"
"B65: Conveying","US20030185943"
"A21: Baking","US20030000935"
"B65: Conveying","US6349847"
"G06: Computing","US6487538"
"A21: Baking","US6455816"
"B65: Conveying","US20020175164"
"G06: Computing","US20020019870"
"A63: Sports","US20040242332"
"A21: Baking","US20030024921"
"G06: Computing","US20020123904"
"G10: Musical Instruments","US20030064716"
"A23: Foods Or Foodstuffs","US20040086606"
"G06: Computing","US20040220998"
"A24: Tobacco","US20060151339"
"A21: Baking","US20060083840"
"A47: Furniture","US20050061837"
"G06: Computing","US20050004922"
"H04: Electric Communication Technique","US20060215824"
"A23: Foods Or Foodstuffs","US20070178212"
"A21: Baking","US20070196540"
"G10: Musical Instruments","US20070255552"
"G06: Computing","US20060259294"
"G06: Computing","US20060276929"
"G06: Computing","US20060276928"
"A21: Baking","US20060286246"
"H04: Electric Communication Technique","US20070237096"
"A23: Foods Or Foodstuffs","US20070243296"
"G06: Computing","US20080195487"
"G06: Computing","US7251612"
"G06: Computing","US20070299732"
"G06: Computing","US20080064371"
"G06: Computing","US20080243824"
"G06: Computing","US20080243822"
"G06: Computing","US20080244046"
"A47: Furniture","US20080032018"
"A47: Furniture","US20080041925"
"G06: Computing","US20080117448"
"G06: Computing","US20090281873"
"G06: Computing","US20090150167"
"G06: Computing","US20090254634"
"A23: Foods Or Foodstuffs","US20090117238"
"G01: Measuring","US20090102712"
"H04: Electric Communication Technique","US20080096592"
"G06: Computing","US20080082397"
"B65: Conveying","US20080006623"
"G06: Computing","US20080091526"
"H04: Electric Communication Technique","US7634067"
"G06: Computing","US20090055398"
"G06: Computing","US20090043868"
"G06: Computing","US20090006077"
"H05: Electric Techniques Not Otherwise Provided For","US20090090708"
"G06: Computing","US7603352"
"G06: Computing","US20090240538"
"A21: Baking","US20090181135"
"H05: Electric Techniques Not Otherwise Provided For","US20090206071"
"G01: Measuring","US20100076853"
"A23: Foods Or Foodstuffs","US20100055264"
"A21: Baking","US20090148557"
"H04: Electric Communication Technique","US20100073453"
"G06: Computing","US20100057545"
"H04: Electric Communication Technique","US20100157986"
"A63: Sports","US20100167824"
"A61: Medical Or Veterinary Science","US20100166795"
"G06: Computing","US20110145228"
"G06: Computing","US20100131570"
"G06: Computing","US20100131568"
"G06: Computing","US20100131565"
"A63: Sports","US20100261405"
"A21: Baking","US20100021591"
"G06: Computing","US20100023416"
"A23: Foods Or Foodstuffs","US20100015305"
"H04: Electric Communication Technique","US20100246784"
"G06: Computing","US20110218839"
"G06: Computing","US20110225241"
"G06: Computing","US20110255671"
"G06: Computing","US20110125596"
"H04: Electric Communication Technique","US20110151892"
"G06: Computing","US20110153433"
"H04: Electric Communication Technique","US20120087368"
"G06: Computing","US20120052881"
"H04: Electric Communication Technique","US20120014515"
"G06: Computing","US20110302034"
"B01: Physical Or Chemical Processes Or Apparatus In General","US20110114554"
"G06: Computing","US08346881"
"H04: Electric Communication Technique","US08347093"
"H04: Electric Communication Technique","US08428561"
"H04: Electric Communication Technique","US20120329483"
"A21: Baking","US20120308683"
"H04: Electric Communication Technique","US20120272263"
"H04: Electric Communication Technique","US20120284742"
"G06: Computing","US20120221403"
"G06: Computing","US20120221401"
"H05: Electric Techniques Not Otherwise Provided For","US20120217237"
"A23: Foods Or Foodstuffs","US20090208610"
"A23: Foods Or Foodstuffs","EP1820402"
"A23: Foods Or Foodstuffs","CA2654215"
"B65: Conveying","EP2680242"
"B65: Conveying","US6299918"
"A47: Furniture","US4563946"
"B65: Conveying","WO2014001374"
"B65: Conveying","US20050011939"
"A23: Foods Or Foodstuffs","US5256432"
"A47: Furniture","CA1126524"
"B65: Conveying","US6286708"
"A23: Foods Or Foodstuffs","US3982033"
"G07: Checking","US5997924"
"H05: Electric Techniques Not Otherwise Provided For","CA2046836"
"A47: Furniture","US6068313"
"A23: Foods Or Foodstuffs","CA2096021"
"A47: Furniture","US5503063"
"A23: Foods Or Foodstuffs","CA2358139"
"A23: Foods Or Foodstuffs","CA2308557"
"A23: Foods Or Foodstuffs","EP1199217"
"B26: Hand Cutting Tools","US4574479"
"B6B: Conveying","US5253800"
"B30: Presses","US4559002"
"A47: Furniture","CA2182687"
"B65: Conveying","US4170302"
"A23: Foods Or Foodstuffs","US20120009302"
"A23: Foods Or Foodstuffs","US20050118305"
"A23: Foods Or Foodstuffs","EP0557425"
"A47: Furniture","WO1995020901"
"A23: Foods Or Foodstuffs","WO2008018983"
"A47: Furniture","US6010731"
"B65: Conveying","WO2014130755"
"A23: Foods Or Foodstuffs","US4066796"
"A23: Foods Or Foodstuffs","CA1156508"
"A23: Foods Or Foodstuffs","US20040265438"
"B65: Conveying","US20020197360"
"G01: Measuring","US20130101709"
"B05: Spraying Or Atomising In General","US20110209661"
"B29: Working Of Plastics","US6010325"
"A47: Furniture","EP1444897"
"B6B: Conveying","US20110138750"
"G09: Educating","US4605579"
"B65: Conveying","US6398028"
"A47: Furniture","US20110217434"
"B65: Conveying","CA2485436"
"B6B: Conveying","US20080149696"
"A47: Furniture","CA2344924"
"B65: Conveying","CA2694618"
"A23: Foods Or Foodstuffs","US4632836"
"F24: Heating","US5454295"
"B65: Conveying","US6439529"
"B65: Conveying","CA2075516"
"A47: Furniture","CA1331316"
"F16: Engineering Elements Or Units","US20100176137"
"A23: Foods Or Foodstuffs","US5681602"
"B65: Conveying","US5273174"
"A23: Foods Or Foodstuffs","CA2059342"
"A47: Furniture","US4924763"
"G06: Computing","US20120185086"
"B26: Hand Cutting Tools","US4573388"
"A47: Furniture","US6425388"
"B65: Conveying","US20030209592"
"A47: Furniture","CA2359851"
"B65: Conveying","CA2205097"
"A47: Furniture","US5716086"
"B32: Layered Products","US20030031831"
"B65: Conveying","WO2009018082"
"F24: Heating","US6150635"
"A23: Foods Or Foodstuffs","CA2650085"
"B26: Hand Cutting Tools","US4250618"
"B65: Conveying","EP0503302"
"A23: Foods Or Foodstuffs","US20140004229"
"A22: Butchering","US5775208"
"A23: Foods Or Foodstuffs","US4834995"
"B26: Hand Cutting Tools","US5480031"
"A47: Furniture","US5523104"
"B26: Hand Cutting Tools","US6227093"
"A23: Foods Or Foodstuffs","US5894028"
"F24: Heating","CA1312642"
"A23: Foods Or Foodstuffs","US6626091"
"A23: Foods Or Foodstuffs","US20050123659"
"A47: Furniture","US20050175753"
"B26: Hand Cutting Tools","US4100676"
"A23: Foods Or Foodstuffs","USRE033508"
"B26: Hand Cutting Tools","US20080134517"
"A23: Foods Or Foodstuffs","US20080089978"
"A47: Furniture","WO2002038001"
"F26: Drying","US20130015084"
"A23: Foods Or Foodstuffs","US20100266733"
"A47: Furniture","US5903981"
"B65: Conveying","WO2010020022"
"A23: Foods Or Foodstuffs","US4753815"
"A47: Furniture","US6471065"
"F24: Heating","US4919477"
"B26: Hand Cutting Tools","EP1031283"
"B65: Conveying","US5076437"
"A23: Foods Or Foodstuffs","US5207151"
"B26: Hand Cutting Tools","US4423551"
"B65: Conveying","US5260070"
"A47: Furniture","US5526735"
"A23: Foods Or Foodstuffs","CA1136481"
"F24: Heating","CA2067434"
"A23: Foods Or Foodstuffs","CA1058441"
"B65: Conveying","US20120325834"
"B65: Conveying","US20010000561"
"A23: Foods Or Foodstuffs","US20030134016"
"A47: Furniture","US6526874"
"B29: Working Of Plastics","US5417149"
"A47: Furniture","CA2069782"
"F24: Heating","US4791861"
"A47: Furniture","US5365833"
"B65: Conveying","EP1053681"
"A47: Furniture","US5234334"
"A23: Foods Or Foodstuffs","EP0516428"
"A23: Foods Or Foodstuffs","US5405627"
"B65: Conveying","US6168812"
"A47: Furniture","CA2487974"
"B29: Working Of Plastics","US6398539"
"A23: Foods Or Foodstuffs","CA1335057"
"A23: Foods Or Foodstuffs","US6363838"
"B65: Conveying","US20080014316"
"A23: Foods Or Foodstuffs","US20090220657"
"B65: Conveying","US20120219684"
"G07: Checking","US20080015737"
"B65: Conveying","EP1507720"
"B26: Hand Cutting Tools","US4924575"
"A23: Foods Or Foodstuffs","US5121677"
"F24: Heating","US4464406"
"A47: Furniture","US5417150"
"G06: Computing","US20040169048"
"F24: Heating","WO1989008402"
"B65: Conveying","WO2003095336"
"A23: Foods Or Foodstuffs","US5472723"
"B26: Hand Cutting Tools","US20140087048"
"A23: Foods Or Foodstuffs","US20110059209"
"A23: Foods Or Foodstuffs","US5149556"
"F25: Refrigeration Or Cooling","US5598932"
"A47: Furniture","US5154115"
"H05: Electric Techniques Not Otherwise Provided For","US20060081622"
"A23: Foods Or Foodstuffs","WO1988009618"
"B65: Conveying","US5110038"
"A23: Foods Or Foodstuffs","EP0776605"
"A23: Foods Or Foodstuffs","US5865107"
"G07: Checking","US20080015736"
"F24: Heating","CA1171913"
"A47: Furniture","CA2142828"
"A23: Foods Or Foodstuffs","US20020048624"
"G07: Checking","CA2327225"
"F24: Heating","US4384513"
"G07: Checking","US20080009963"
"F24: Heating","WO1999055210"
"B65: Conveying","CA2189506"
"A47: Furniture","US20020180226"
"B05: Spraying Or Atomising In General","US20030209194"
"B65: Conveying","US5924591"
"A23: Foods Or Foodstuffs","CA2116319"
"B25: Hand Tools","US6591503"
"A23: Foods Or Foodstuffs","EP0294018"
"A23: Foods Or Foodstuffs","US6231332"
"A23: Foods Or Foodstuffs","US20030003211"
"B65: Conveying","CA2255394"
"A23: Foods Or Foodstuffs","EP0612479"
"A47: Furniture","US4716819"
"F24: Heating","US4450334"
"B30: Presses","US5176922"
"A23: Foods Or Foodstuffs","US20010002674"
"A23: Foods Or Foodstuffs","US6083550"
"F24: Heating","US4378729"
"A23: Foods Or Foodstuffs","US5202138"
"B05: Spraying Or Atomising In General","US6626996"
"A23: Foods Or Foodstuffs","EP1107199"
"A23: Foods Or Foodstuffs","US20100266736"
"B65: Conveying","US20110253773"
"B29: Working Of Plastics","US4815859"
"A23: Foods Or Foodstuffs","EP2632275"
"A23: Foods Or Foodstuffs","CA2148038"
"A23: Foods Or Foodstuffs","US5747084"
"A23: Foods Or Foodstuffs","CA1334810"
"B65: Conveying","US4360118"
"A21: Baking","US20040011219"
"F24: Heating","US20050133502"
"A23: Foods Or Foodstuffs","US20100266731"
"A23: Foods Or Foodstuffs","US5560944"
"A23: Foods Or Foodstuffs","WO2012055531"
"H05: Electric Techniques Not Otherwise Provided For","US20060191920"
"H05: Electric Techniques Not Otherwise Provided For","US20120258229"
"B65: Conveying","WO2000069752"
"A47: Furniture","WO2000060946"
"A23: Foods Or Foodstuffs","CA1156876"
"G09: Educating","CA2426394"
"G08: NA","US5270686"
"A47: Furniture","US6091053"
"B65: Conveying","US6281477"
"B26: Hand Cutting Tools","US7823489"
"H05: Electric Techniques Not Otherwise Provided For","US5277924"
"A23: Foods Or Foodstuffs","US5921170"
"A23: Foods Or Foodstuffs","US20050181098"
"A23: Foods Or Foodstuffs","US5074778"
"A47: Furniture","EP1468610"
"B65: Conveying","US6440050"
"B28: Working Cement, Clay, Or Stone","US4514089"
"B6B: Conveying","US20030079445"
"A23: Foods Or Foodstuffs","US5171367"
"G09: Educating","US20020077912"
"B21: Mechanical Metal","US4955125"
"G07: Checking","WO2002021250"
"B26: Hand Cutting Tools","US20060240153"
"F27: Furnaces","US20090184103"
"H05: Electric Techniques Not Otherwise Provided For","EP1545161"
"A23: Foods Or Foodstuffs","US4997670"
"F24: Heating","US6222987"
"A23: Foods Or Foodstuffs","US20020090422"
"A23: Foods Or Foodstuffs","CA2731260"
"A23: Foods Or Foodstuffs","US20110104339"
"F24: Heating","US4616562"
"A45: Hand Or Travelling Articles","US20050139507"
"A23: Foods Or Foodstuffs","CA2048222"
"G07: Checking","US20050049922"
"A23: Foods Or Foodstuffs","CA2016489"
"G05: Controlling","US20050133503"
"C08: Organic Macromolecular Compounds","EP2570444"
"B65: Conveying","EP0574072"
"A47: Furniture","US6054697"
"A47: Furniture","US5469779"
"A47: Furniture","WO1999004638"
"B65: Conveying","CA2460583"
"A22: Butchering","US6327968"
"A23: Foods Or Foodstuffs","US4264634"
"A23: Foods Or Foodstuffs","EP2708135"
"B65: Conveying","WO2003022059"
"A47: Furniture","US4176591"
"A23: Foods Or Foodstuffs","US6629493"
"B26: Hand Cutting Tools","EP0876245"
"A23: Foods Or Foodstuffs","CA1286534"
"A47: Furniture","US5381905"
"B65: Conveying","WO1996015703"
"F24: Heating","WO2001070034"
"B65: Conveying","CA2313883"
"B26: Hand Cutting Tools","US5873294"
"A47: Furniture","US4134004"
"B6B: Conveying","US20030163978"
"A23: Foods Or Foodstuffs","EP2417855"
"F24: Heating","US20060102167"
"A23: Foods Or Foodstuffs","US4251549"
"F27: Furnaces","US20120308702"
"A23: Foods Or Foodstuffs","CA2700813"
"F24: Heating","US6414278"
"B65: Conveying","EP0740636"
"A23: Foods Or Foodstuffs","US20030049353"
"A23: Foods Or Foodstuffs","US20030096039"
"A47: Furniture","EP1364606"
"F24: Heating","EP0861593"
"A22: Butchering","EP1543724"
"A23: Foods Or Foodstuffs","US20050175743"
"A22: Butchering","EP1425970"
"B65: Conveying","WO1995020535"
"A23: Foods Or Foodstuffs","WO2006037832"
"F27: Furnaces","EP2261143"
"A47: Furniture","US20100124596"
"F24: Heating","EP1767865"
"A23: Foods Or Foodstuffs","US20040047961"
"B65: Conveying","US20120325841"
"A23: Foods Or Foodstuffs","JP11243846"
"F24: Heating","WO2009138281"
"A23: Foods Or Foodstuffs","WO2010140894"
"G07: Checking","US6095036"
"A23: Foods Or Foodstuffs","JP2002034524"
"B05: Spraying Or Atomising In General","US5445674"
"F24: Heating","EP2279665"
"A47: Furniture","US4173823"
"A23: Foods Or Foodstuffs","JP2000201616"
"B65: Conveying","US3861576"
"B65: Conveying","US6257434"
"A23: Foods Or Foodstuffs","JP2000201656"
"B65: Conveying","KR1020030008175"
"B65: Conveying","US4441626"
"B65: Conveying","US4058214"
"G07: Checking","CA2256697"
"B30: Presses","CA2051994"
"G07: Checking","EP0910053"
"A23: Foods Or Foodstuffs","JP2003259796"
"A23: Foods Or Foodstuffs","JP10075709"
"B26: Hand Cutting Tools","DE000019826114"
"B65: Conveying","CA2100963"
"B65: Conveying","US3721803"
"A23: Foods Or Foodstuffs","US3631818"
"A23: Foods Or Foodstuffs","CA1082518"
"A23: Foods Or Foodstuffs","US20040156963"
"A23: Foods Or Foodstuffs","EP2031979"
"A23: Foods Or Foodstuffs","JP11221005"
"B65: Conveying","US5077455"
"B65: Conveying","EP0471969"
"A23: Foods Or Foodstuffs","JP2002119199"
"A23: Foods Or Foodstuffs","JP2007029010"
"A23: Foods Or Foodstuffs","US3765909"
"F16: Engineering Elements Or Units","WO2014047700"
"A23: Foods Or Foodstuffs","JP2006262703"
"A23: Foods Or Foodstuffs","KR1020120018482"
"A23: Foods Or Foodstuffs","US20050089603"
"B65: Conveying","US4273496"
"A23: Foods Or Foodstuffs","JP2006304735"
"A23: Foods Or Foodstuffs","KR1020090002715"
"B26: Hand Cutting Tools","KR1020120018481"
"A23: Foods Or Foodstuffs","JP2006129814"
"A23: Foods Or Foodstuffs","JP10066501"
"A23: Foods Or Foodstuffs","US20030145742"
"A23: Foods Or Foodstuffs","JP11206348"
"A23: Foods Or Foodstuffs","JP10066500"
"G07: Checking","US6024013"
"B65: Conveying","DE000019607627"
"B65: Conveying","US20140335231"
"A23: Foods Or Foodstuffs","EP0333778"
"B65: Conveying","MXMXa2010001257"
"A23: Foods Or Foodstuffs","US6325016"
"F24: Heating","JP2010084955"
"A23: Foods Or Foodstuffs","JP10099010"
"A23: Foods Or Foodstuffs","JP2001327243"
"A23: Foods Or Foodstuffs","JP11243845"
"B26: Hand Cutting Tools","KR1020120129273"
"H05: Electric Techniques Not Otherwise Provided For","CA2044505"
"A47: Furniture","CA2088887"
"A47: Furniture","KR101324901"
"A23: Foods Or Foodstuffs","US6672203"
"A23: Foods Or Foodstuffs","WO2014002714"
"A47: Furniture","US20140328989"
"A23: Foods Or Foodstuffs","JP2000004851"
"A23: Foods Or Foodstuffs","JP2006121951"
"A23: Foods Or Foodstuffs","KR101383093"
"A23: Foods Or Foodstuffs","DE000004416223"
"G07: Checking","US20050021407"
"A23: Foods Or Foodstuffs","EP0366738"
"A23: Foods Or Foodstuffs","JP2001008612"
"A23: Foods Or Foodstuffs","KR1020090025730"
"B65: Conveying","EP1580145"
"B65: Conveying","KR1020120082966"
"A47: Furniture","JP2000253801"
"A62: Life-Saving","US5686004"
"A23: Foods Or Foodstuffs","KR1020120086991"
"A47: Furniture","EP0683634"
"F24: Heating","US5496987"
"H05: Electric Techniques Not Otherwise Provided For","EP1544546"
"A21: Baking","RU02095984"
"A23: Foods Or Foodstuffs","RU02407300"
"F24: Heating","JP2006296237"
"A23: Foods Or Foodstuffs","JP2002142732"
"B65: Conveying","US20020179697"
"B65: Conveying","US20140084046"
"A23: Foods Or Foodstuffs","KR1019930010882"
"A23: Foods Or Foodstuffs","JP2001188959"
"A23: Foods Or Foodstuffs","JP2007259760"
"A23: Foods Or Foodstuffs","JP10052372"
"A23: Foods Or Foodstuffs","CN101642150"
"A23: Foods Or Foodstuffs","CA2816174"
"A47: Furniture","EP1075202"
"F24: Heating","US4640265"
"A23: Foods Or Foodstuffs","EP1517612"
"B26: Hand Cutting Tools","US3633450"
"A47: Furniture","EP1486138"
"A47: Furniture","US20120263847"
"C12: Biochemistry","RU0002444566"
"A47: Furniture","EP1168927"
"A23: Foods Or Foodstuffs","JP2003180234"
"B65: Conveying","US20100237137"
"A23: Foods Or Foodstuffs","KR1020090010845"
"A23: Foods Or Foodstuffs","JP11332489"
"A23: Foods Or Foodstuffs","CN1934959"
"A23: Foods Or Foodstuffs","JP2003102447"
"A47: Furniture","WO2006100376"
"A23: Foods Or Foodstuffs","EP0563413"
"F24: Heating","US20060191528"
"A23: Foods Or Foodstuffs","US3662677"
"A23: Foods Or Foodstuffs","CN101584359"
"B65: Conveying","EP0338995"
"A23: Foods Or Foodstuffs","JP2006141318"
"A47: Furniture","EP1868440"
"A23: Foods Or Foodstuffs","JP2000037177"
"A47: Furniture","KR1020060113033"
"A23: Foods Or Foodstuffs","KR1020120013541"
"A23: Foods Or Foodstuffs","US5962052"
"A23: Foods Or Foodstuffs","KR1020130099481"
"A47: Furniture","KR1020050089945"
"B05: Spraying Or Atomising In General","US20100095887"
"A23: Foods Or Foodstuffs","US20040009266"
"B26: Hand Cutting Tools","US3760715"
"A23: Foods Or Foodstuffs","JP2000355372"
