weight,title_phrases
1.0,Physical Environments
1.0,Service Input
1.0,Part Social
1.0,Physical Entity Attribute Effects
1.0,Physical Environments
1.0,Service Input
1.0,Location Information
1.0,Physical Entity Comparison Associated Wih
1.0,Social Network
1.0,Part Social
1.0,Physical Entity Attribute Effects
1.0,Physical Environments
1.0,Service Input
1.0,Information Handling System
1.0,Location Information
1.0,Physical Entity Comparison
1.0,Social Network
1.0,Physical Attribute Status
1.0,Physical Entities
1.0,Receiving Selection
1.0,Social Network
1.0,Providing Camera Views
1.0,autogyro Air Vehicle
1.0,airborne Radar
1.0,Sense-and-avoid Function
1.0,Wide Angular Coverage
1.0,Corresponding Electric System
1.0,gradient Coil Noise Masking
1.0,Mpi Device
1.0,Infrastructure Detection
1.0,Region-specific Mobile Device
1.0,fluorescence-based Ultraviolet Illumination
1.0,Fixed-wing Aircraft
1.0,wireless Black Box Communication Systems
1.0,NA
1.0,Tensile Fabric Arrangement
1.0,broadband Multifunction Airborne Radar Device
1.0,Sense-and-avoid Function
1.0,Wide Angular Coverage
1.0,structural Electrochemical Capacitor
1.0,Polarization Differencing Method
1.0,Sensing Aircraft
1.0,simulated Structures
1.0,Urban Operations Training
1.0,Electrically-coupled Heat Engine
1.0,Thermal Cycle
1.0,Electrical Processes
1.0,Related Methods
1.0,Weather Modification
1.0,Data Processing Assembly
1.0,data Processing Circuit
1.0,Elementary Processor
1.0,Matrix Sensor
1.0,High Resolution
1.0,Improved Contrast
1.0,Reduced Error Rate
1.0,pyrotechnic Fin Deployment
1.0,Retention Mechanism
1.0,radar Device
1.0,Tracking Aerial Targets
1.0,Airborne Radars
1.0,Avoidance Function
1.0,Obstacle Detection
1.0,radar Detection Method
1.0,Attitude Angles
1.0,turning-stabilized Estimation
1.0,Aerial Target Detection
1.0,controlling Mobile Device Functions
1.0,co-axial Rotary Engine
1.0,autonomous Flight Method
1.0,Electric Vehicles
1.0,Stolen Vehicles
1.0,Vehicular Components
1.0,Referenced Multi-sensory Data
1.0,Voxel Database
1.0,External Air
1.0,Forced Flow
1.0,gimbal System
1.0,Electric Transmission Lines
1.0,mobile Training Trailer
1.0,Unmanned Aerial Vehicles
1.0,Mobile Station
1.0,On-board Camera
1.0,Augmented Reality Eyepiece
1.0,External Marker
1.0,Interactive Head-mounted Eyepiece
1.0,local Advertising Content
1.0,Low Profile Two Way Satellite Antenna System
1.0,meta-classifier System
1.0,Video Analytics
1.0,NA
1.0,agile-beam Radar
1.0,Avoid' Function
1.0,Obstacle 'sense
1.0,Track Determination
1.0,image Stabilization System
1.0,air Conditioner Eliminator System
1.0,Electronic Systems
1.0,Instantaneous Maneuverability
1.0,Selective Terrain Warnings
1.0,Enhanced Situational Awareness
1.0,Merging Imagery
1.0,decoupling Mechanism
1.0,Convergent Communications
1.0,ir-based Multispectral Disturbed Ground Detection
1.0,Determining Image Processing Operations
1.0,Particular Imagery
1.0,flight Management System
1.0,Unmanned Aircraft
1.0,Avoidance Function
1.0,High Angular Accuracy
1.0,Obstacle Sensing
1.0,optronic System
1.0,Three-dimensional Images
1.0,Protecting Sensitive Zones
1.0,Uhf Radar Bases
1.0,human Reliability Assessment Tool Supporting Safety Issue Analysis
1.0,well Focused Catadioptric Image Acquisition
1.0,Earth-based Sensor Network
1.0,sensor-location System
1.0,integrated Icon View
1.0,continuous High-accuracy Locating Method
1.0,Single Toothed Belt Drive Mechanism
1.0,vehicle Seat Track Assembly
1.0,hybrid Transmission
1.0,Multiple Sources
1.0,Planetary Gearset
1.0,Two Wheeled Land Vehicles
1.0,Spatial Disorientation
1.0,Artificial Satellite
1.0,Terrestrial Surveillance Coverage
1.0,Target Objects
1.0,crouse Oil Spill Response Process
1.0,Associated Systems
1.0,Control Sticks
1.0,multi-axis Pivot Assembly
1.0,gimbal Positioning
1.0,Target Velocity Compensation
1.0,Dynamic Target Feedback
1.0,Movement Data
1.0,Target Position
1.0,trajectory Simulation System
1.0,lighter-than-air Vehicle
1.0,Mti Type
1.0,Testing Radars
1.0,Gas Diffusion Electrodes
1.0,porous Clusters
1.0,Silver Powder Comprising Zirconium Oxide
1.0,eye Gaze User Interface
1.0,laundry Drum
1.0,Laundry Treatment Machine
1.0,electrical Architecture
1.0,Hybrid Power Plant
1.0,Rotary Wing Aircraft
1.0,composite Components
1.0,Heat-curing Resins
1.0,electromagnetic Interference Shield
1.0,unmanned Aerial Vehicle System
1.0,Guitar Instruction
1.0,NA
1.0,Artillery Mobilization
1.0,Front Line Combat
1.0,integral Powered Winged Aircraft
1.0,NA
1.0,Activin Receptor-like Kinase-1
1.0,human Monoclonal Antibodies
1.0,Facing Determinations
1.0,In-room Position
1.0,room Association Device Conveying Sector Data
1.0,Tcas Primary Radar
1.0,Spread Spectrum Overlay
1.0,wireless Video Headset
1.0,NA
1.0,Liquid Hydrogen
1.0,total System
1.0,Illuminated Reflective Display
1.0,ruggedized Integrated Detector Cooler Assembly
1.0,Board Auto-piloted Aircraft
1.0,Obstacle Avoidance Function
1.0,Wide Angular Coverage
1.0,Autonomous Operations
1.0,Unmanned Aerial Vehicles
1.0,integrated Framework
1.0,Threat Assessment
1.0,Vehicle Operator Assistance
1.0,wireless Transmission
1.0,High Compactness Fabric
1.0,360 Degree Situational Awareness
1.0,Mobile Environment
1.0,position Insensitive Wireless
1.0,NA
1.0,Energizing Power Tools
1.0,wireless Energy Transfer
1.0,aural Simulation System
1.0,wireless Powered Projector
1.0,Incoming Projectile
1.0,towable Air Vehicle
1.0,blade Orientation
1.0,fleet Protection Attack Craft
1.0,Underwater Vehicles
1.0,Cardiopulmonary System
1.0,Therapeutic Protocols
1.0,Submarine Object
1.0,active Non-lethal Avian Denial Infrasound Systems
1.0,Avian Denial
1.0,image Auto
1.0,Vehicle Applications
1.0,wireless Energy Transfer
1.0,wireless Energy Transfer
1.0,wireless Energy Transfer
1.0,Moving Body
1.0,floating Periscope
1.0,underwater Vehicle
1.0,Airport Domain
1.0,robotic Payload Delivery Device
1.0,Point Calculation
1.0,Tropical Cyclones
1.0,intelligent Coupler
1.0,Line Images
1.0,Aeronautical Vehicles
1.0,hybrid Transmission
1.0,Multiple Sources
1.0,Planetary Gearset
1.0,Computer Peripheral Applications
1.0,wireless Energy Transfer
1.0,Coupling Factor
1.0,Field Shaping
1.0,wireless Energy Transfer
1.0,Jet Engine
1.0,Testing Performance
1.0,horizontal Folding Type Sunroof Apparatus
1.0,Conducting Surfaces
1.0,wireless Energy Transfer
1.0,insect Pest Control Method
1.0,Helically Wound Pipe
1.0,platform Mill
1.0,Related Method
1.0,sunroof Mounting Device
1.0,Improved K
1.0,Object Positioning
1.0,wireless Energy Transfer
1.0,Field Shaping
1.0,High-q Resonators
1.0,wireless Energy Transfer
1.0,genetic Algorithm Enhancement
1.0,Radar System Survivability
1.0,multi-antenna Communication System
1.0,wireless Energy Transfer Systems
1.0,dynamic Customizable Human-computer Interaction Behavior
1.0,Coupling Factor
1.0,Field Shaping
1.0,Magnetic Materials
1.0,wireless Energy Transfer Across Variable Distances
1.0,Supplying Power
1.0,wireless Energy Transfer
1.0,Airborne Moving Body
1.0,Computer Programs
1.0,Realistic Immersive Training Environments
1.0,Cool Roofs
1.0,remote Controlled Drone Aircraft
1.0,Electronic Equipment
1.0,Encoding Gene
1.0,fibrinogenolytic Enzyme Tabfiblysin
1.0,Tabanus Yao
1.0,Cell Phone Applications
1.0,integrated Repeaters
1.0,background Audio Processing
1.0,all-terrain Hostile Environment Vehicle
1.0,NA
1.0,rail Vision System
1.0,ar Glasses
1.0,External Devices
1.0,User-action Based Command
1.0,Ar Eyepiece Facility
1.0,ar Glasses
1.0,User Action Control
1.0,ar Glasses
1.0,Event Input Based Control
1.0,Eyepiece Application
1.0,User Action Control
1.0,ar Glasses
1.0,Event Input
1.0,External Device
1.0,Predictive Control
1.0,ar Glasses
1.0,External Device
1.0,External Devices
1.0,sensor-based Command
1.0,ar Glasses Specific User Interface
1.0,Connected External Device Type
1.0,NA
1.0,modular Optical Box
1.0,Applications Resident
1.0,ar Glasses
1.0,External Devices
1.0,User Action Based Control
1.0,Data Links
1.0,Different Frequency Bands
1.0,Multi-aperture Operation
1.0,Steerable Array aesa System
1.0,ar Glasses
1.0,Eyepiece Applications
1.0,User Action Based Control
1.0,Advertising Facility
1.0,ar Glasses
1.0,Eye Control Interaction
1.0,beehive Frame
1.0,Comb Foundation
1.0,Controlling Varroa Mites
1.0,ar Glasses
1.0,External Applications
1.0,User Action Capture Device Control
1.0,unmanned Aerial Vehicle Launch System
1.0,Ar Eyepiece Facility
1.0,ar Glasses
1.0,Sensor Input
1.0,User Action Capture Device Control
1.0,Ar Eyepiece Facilities
1.0,ar Glasses
1.0,User Movement Control
1.0,Toggle Mechanism
1.0,wavelength Diverse Scintillation Reduction
1.0,parallel Hybrid-electric Propulsion Systems
1.0,Unmanned Aircraft
1.0,Gas Diffusion Electrodes
1.0,porous Clusters
1.0,Silver Powder
1.0,Zirconium Oxide
1.0,Dynamic Networks
1.0,Peer-to-peer Database Synchronization
1.0,Ar Eyepiece Applications
1.0,ar Glasses
1.0,Display Content Control
1.0,Glasses Movement
1.0,Flat Film
1.0,Image Source
1.0,Optical Element
1.0,see-through Near-eye Display Glasses
1.0,Infrared Seeking Missile
1.0,Multispectral Emissive Film
1.0,Moving Body
1.0,Radial Speed
1.0,Flat Film
1.0,Image Light
1.0,see-through Near-eye Display Glasses
1.0,Optical Element
1.0,see-through Near-eye Display Glasses
1.0,Invasive Species Control Plan
1.0,Ar Eyepiece
1.0,Ar Eyepiece Command
1.0,ar Glasses
1.0,Control Facility
1.0,Localization Error
1.0,Related Device
1.0,Display Content Placement
1.0,Location Information
1.0,Base Station
1.0,Operational State
1.0,Optical Assembly
1.0,see-through Display
1.0,Wedge-shaped Illumination System
1.0,see-through Near-eye Display Glasses
1.0,Small Scale Image Source
1.0,Induced Vibrations aivs
1.0,Mammalian Patients
1.0,Therapeutic Purposes
1.0,indoor Testing Device
1.0,Rotor-containing Flying Objects
1.0,tunable Wireless Energy Transfer
1.0,Clothing Applications
1.0,tunable Wireless Energy Transfer
1.0,remote Coordinate Identifier System
1.0,Light Transmissive Illumination System
1.0,optical Imperfections
1.0,see-through Near-eye Display Glasses
1.0,tunable Wireless Energy Transfer
1.0,Outdoor Lighting Applications
1.0,tunable Wireless Energy Transfer
1.0,Modular Image Source
1.0,see-through Near-eye Display Glasses
1.0,Medical Applications
1.0,multi-resonator Wireless Energy Transfer
1.0,Implanted Medical Devices
1.0,multi-resonator Wireless Energy Transfer
1.0,Lighting Applications
1.0,tunable Wireless Energy Transfer
1.0,Medical Applications
1.0,secure Wireless Energy Transfer
1.0,Light Transmissive Illumination System
1.0,see-through Near-eye Display Glasses
1.0,Fast Response Photochromic Film System
1.0,Quick Transition
1.0,see-through Near-eye Display Glasses
1.0,Making Same
1.0,Implanted Medical Devices
1.0,Variable Size Resonators
1.0,wireless Energy Transfer
1.0,Flat Film
1.0,Optical Element
1.0,see-through Near-eye Display Glasses
1.0,Light Transmissive Wedge Shaped Illumination System
1.0,see-through Near-eye Display Glasses
1.0,Medical Applications
1.0,Variable Size Resonators
1.0,wireless Energy Transfer
1.0,see-through Near-eye Display Glasses
1.0,Small Scale Image Source
1.0,Sealed Radio-frequency Front End
1.0,Medical Applications
1.0,resonator Arrays
1.0,wireless Energy Transfer
1.0,Alternating Pressure
1.0,Functional Revascularization
1.0,Automatic Identification Devices
1.0,multi-resonator Wireless Energy Transfer
1.0,Exterior Lighting
1.0,multi-resonator Wireless Energy Transfer
1.0,Absorptive Polarizers
1.0,Anti-reflective Coatings
1.0,Optical Assembly
1.0,see-through Near-eye Display Glasses
1.0,Stray Light
1.0,Auto-brightness Control
1.0,Display Brightness
1.0,see-through Near-eye Display Glasses
1.0,drug Delivery Device
1.0,multi-resonator Wireless Energy Transfer
1.0,Medical Applications
1.0,resonator Arrays
1.0,wireless Energy Transfer
1.0,Mobile Devices
1.0,multi-resonator Wireless Energy Transfer
1.0,multi-resonator Wireless Energy Transfer
1.0,Medical Applications
1.0,tunable Wireless Energy Transfer
1.0,user Interface Devices
1.0,transposable Capo System
1.0,ic Power Plant
1.0,Unmanned Aerial Vehicle
1.0,Midi Guitar Controller
1.0,optical Electric Guitar Transducer
1.0,Directed Acoustical Energy
1.0,antenna System
1.0,Balanced Mount
1.0,imager-based Code-locating
1.0,Response Methods
1.0,triaxial Positioner
1.0,passive Radiator
1.0,flexible Pixel-neighbourhood-based Reconfigurable Computation Device
1.0,advanced Personal Media Player
1.0,load-carrying System
1.0,Transport Aeroplane
1.0,Pusher Type Aircraft Propellers
1.0,Associated Aircraft
1.0,Moment Imparting Device
1.0,motorized Apparatus
1.0,NA
1.0,unmanned Vehicle Civil Communications Systems
1.0,Geophysical Data
1.0,speaker System
1.0,robot Surveillance System
1.0,Celestial Body
1.0,Traveling Observation Instrument Flying
1.0,Shell Structures
1.0,three-dimensional Geometric Design
1.0,compact Resonators
1.0,Vehicle Applications
1.0,wireless Energy Transfer
1.0,NA
1.0,Defense System
1.0,marine Threat
1.0,mobile Device
1.0,Tracking Evidence
1.0,Distribution System
1.0,Power Generation
1.0,vehicle-mounted Camera
1.0,Vibration Isolators
1.0,hybrid Transmission
1.0,Multiple Sources
1.0,Planetary Gearset
1.0,NA
1.0,towable Air Vehicle
1.0,Underwater Moving Body
1.0,Mobile Media Communications
1.0,Multi-factor Authentication
1.0,Private Key Encryption
1.0,Liquid Oxidant
1.0,propulsion Method
1.0,Solid Compound
1.0,intelligent Battery
1.0,Off-line Spare Battery
1.0,Output Regulation System
1.0,Correcting Aberration Defects
1.0,Optical Device
1.0,Automated Camera Location
1.0,Based Reference Point(s)
1.0,Image Processing
1.0,Operating Robots
1.0,Visual Servoing
1.0,Airborne Communication Node
1.0,Tactical Radio Node
1.0,telecommunications System
1.0,opportunistic Crowd-based Service Platform
1.0,virtual Machine Asynchronous Patch Management
1.0,Electric Power
1.0,Interwoven Straps
1.0,spinnaker Sails
1.0,ball Turret Heat Sink
1.0,Emi Shielding
1.0,high Efficiency Engine
1.0,Ultra-high Altitude Flight
1.0,resonator Enclosure
1.0,transverse Mounted Gas Turbine Engine
1.0,Bonus Game
1.0,Selectable Modifier Elements
1.0,slot Machine Game
1.0,Locking Feature
1.0,NA
1.0,Optimal Uplink
1.0,vehicle Base Station
1.0,micro-sized Fluid
1.0,Making Same
1.0,Command Centers
1.0,Regulating Blue Lighting
1.0,tilt-wing Aircraft
1.0,Autonomous Robotic Platform
1.0,portable X-ray System
1.0,Remote Control
1.0,Early Warning
1.0,Perimeter Detection
1.0,automated Vehicle Conveyance Apparatus Transportation System
1.0,Clearing Weapons
1.0,Underwater Mines
1.0,unmanned Underwater Vehicle
1.0,weapon Clearance Appliance
1.0,NA
1.0,See-through Near-to-eye Display
1.0,Sensor Input
1.0,video Display Modification
1.0,directional Drilling Attitude Hold Controller
1.0,Controlling Fixtures
1.0,Tracking Data
1.0,Voltage-gated Sodium Channels
1.0,sidestick Controller Grip
1.0,anti-torque Device
1.0,Longitudinal Thrust
1.0,Automated Checklist Creation
1.0,gonadotropin Releasing Hormone Receptor Antagonist
1.0,Pharmaceutical Composition
1.0,Preparation Method
1.0,determining Threats
1.0,Road-based Devices
1.0,Transportation-related Context
1.0,electrochemical Cell Package
1.0,Fatigue Level
1.0,Heart Rate Variability Data
1.0,Shared Threat Information
1.0,Transportation-related Context
1.0,autonomous Stratospheric Unmanned Airship
1.0,Artificial Neural Networks
1.0,antenna Testing Enclosures
1.0,Testing Antenna Systems
1.0,Emergency Relief
1.0,mobile Cellular Node Method
1.0,Computation Module
1.0,Computer Program Product
1.0,Performing Operations
1.0,360Âº Heads
1.0,computer-aided System
1.0,Safety/mission Critical Data
1.0,airborne Image Capture
1.0,Recognition System
1.0,lightweight Impact Resistant Panel
1.0,inertial Sensor
1.0,Crop-harvesting Plan
1.0,symmetric Fuel Injection
1.0,Turbine Combustor
1.0,Crop-planting Plan
1.0,magnetorheological Transmission Device
1.0,NA
1.0,Coupon Exchange
1.0,Downloading Music
1.0,Marketing System
1.0,Real World
1.0,Virtual World Advertising
1.0,extra-sensory Perception Sharing Force Capability
1.0,Unknown Terrain Identification System
1.0,Mobile Unit
1.0,Performing Video Surveillance
1.0,sound Processing Apparatus
1.0,Sound Processing Method
1.0,Masking Speech
1.0,Private Environment
1.0,Corresponding Computer Program
1.0,Corresponding Computer-readable Storage Medium
1.0,Least One Acceleration
1.0,Nanostructured Composite Cathode
1.0,Morphine Tolerance Via Modulation
1.0,adaptive Radar Systems
1.0,Ecological Microwave Cameras
1.0,Detection System
1.0,crush Zones
1.0,Unmanned Vehicles
1.0,NA
1.0,Air-based Inspection
1.0,air-to-surface Surveillance
1.0,Weapons System
1.0,wireless Energy Transfer Resonator Kit
1.0,Aircraft Trajectory Correction
1.0,Compensatory Propulsion
1.0,Fluidic Gradient Collimation
1.0,Gyropendular Craft
1.0,Landing Multimodal
1.0,vertical Take-off
1.0,multi-plenoptic System
1.0,Wide Field-of-regard High-resolution Imaging
1.0,Controlling Mites
1.0,NA
1.0,NA
1.0,NA
1.0,Removable Wireless Power Vehicle Seat Assembly
1.0,configurable Pod Structure
1.0,Deployment System
1.0,Store Stowage
1.0,NA
1.0,basis Vector Spectral Image Compression
1.0,Comprehensive Insurance Loss Management
1.0,Loss Minimization
1.0,Gripping Pad
1.0,surface Flow Enhancement Device
1.0,four Cycle Internal Combustion Engine Exhaust
1.0,Physical Performance Capacity
1.0,mobile Device
1.0,Vehicle Control
1.0,Uncovering Submerged Objects
1.0,Underwater System
1.0,underwater Vehicle
1.0,throwable Camera
1.0,survey System
1.0,user Interactive Actual Time
1.0,electronic Tracking System
1.0,Reflected Light
1.0,Automated Testing
1.0,Credit Card
1.0,Ecommerce System
1.0,false Banking
1.0,Risk Management Assessment
1.0,modular Complexing Shelters
1.0,Mobile Workloads
1.0,Co2 Sequestration
1.0,Energy Production
1.0,play Furniture
1.0,Top Bar Hive
1.0,shock-resistant Device
1.0,modular Structure
1.0,Local Environmental Condition
1.0,Ip Addresses
1.0,vehicle-to-vehicle Safety Transceiver Free
1.0,hybrid Protocol Transceiver
1.0,V2v Communication
1.0,Time Base
1.0,V2v Communication
1.0,fluid Extrusion Space Structure System
1.0,Autonomous Vehicles
