row no,publication number,kind code,title,priority document,priority country,earliest priority date,earliest priority year,application date,publication date,publication year,applicant,inventors,ipc classes,family members,family size,family size,wo in family,grant or application type families,granted patent
175,WO2000047561,A1,NON-NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITORS,SE19960004165 | SE19960004154,Sweden,1999-02-12T00:00:00Z,1999,1999-08-18T00:00:00Z,2000-08-17T00:00:00Z,2000,MEDIVIR AB,ZHOU XIAO-XIONG    SE  | JOHANSSON NILS-GUNNAR    SE  | WAEHLING HORST    SE  | SUND CHRISTIAN    SE  | SALVADOR LOURDES    SE  | LINDSTROEM STEFAN    SE  | WALLBERG HANS    SE  | SAHLBERG CHRISTER    SE,C12N00999 | A61P04300 | A61P03118 | A61K03144 | C07D21375 | C07F009572 | C07D21385 | C07F00940,CA2325523A1 | DE69800753T4 | CZ20000449A3 | SE9800469D0 | EP1123935B1 | CA2318978A1 | EP1058687B1 | EP942916A2 | WO9951613A1 | AU728892B2 | TR200002318T2 | SE9803438D0 | IL144349D0 | SE9604154D0 | AU3856799A  | IL138627D0 | AU754733B2 | TW580500B  | PL190284B1 | CA2271135A1 | PL342404A1 | CZ300757B6 | NZ506033A  | SE9702957D0 | PL338643A1 | US6458772B1 | SE9604165D0 | DE69829784D1 | US7825238B2 | AT256140T  | ZA9901148A  | EP1054891A1 | CN1500800A  | JP2002510698T  | EP1123935A3 | TR200002273T2 | JP4413427B2 | EP1058687A1 | CN1872869A  | AU20017708B2 | AU5665899A  | JP2002503670T  | CN1255422C  | WO9821223A1 | SE9800452D0 | PL192112B1 | PT1058687E  | HU200100879A2 | EP1123935A2 | WO9941268A1 | JP3844654B2 | ES2239637T3 | SI988304T1 | CA2362135A1 | US2003186924A1 | JP2002503673T  | AT200900T  | NZ502837A  | SE9801216D0 | IL134503D0 | US7071173B2 | TR200000398T2 | TWI198092B  | SE9704147D0 | ES2211116T3 | AU3282099A  | HU200100087A3 | JP2002536435T  | DE69800753D1 | EP988304A1 | HU200100879A3 | IL137605D0 | DK988304T3 | AU8754898A  | HK1035907A1 | CA2298704A1 | DE69829784T2 | WO9941275A1 | AU735438B2 | NZ508502A  | HU200100087A2 | AU20077504B2 | CA2318975A1 | DE69800753T2 | HK1097550A1 | KR2000053226A  | CN1286845C  | WO9909031A1 | SI1058687T1 | CN1275983A  | DK1058687T3 | ZA9807267A  | US2006058259A1 | DE69913499T2 | CN1290268A  | CN1130362C  | US2002128301A1 | AU5075998A  | EA002647B1 | ES2158689T3 | PT988304E  | GR3036004T3 | EP1121366A1 | CA2298704C  | HK1032968A1 | IL134503A  | JP2001515079T  | AT293112T  | AU20087324B2 | US6974802B2 | JP2001503767T  | IL137605A  | IL137468D0 | EP988304B1 | EP1150956A1 | DE69913499D1 | CN100460417C  | AU3281999A  | KR20000053226A  | SG96604A1 | US2006122383A1,85,26,Yes,Grant,Yes
176,WO2000050043,A1,METHODS OF TREATMENT OF MITOCHONDRIAL DISORDERS,US19990121588P ,United States,1999-02-23T00:00:00Z,1999,2000-02-23T00:00:00Z,2000-08-31T00:00:00Z,2000,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,NAVIAUX ROBERT K    US,A61K03100 | A61K04506,HU200400914A2 | EP1171137A1 | EP1808177A3 | AU2004235661A1 | US2004224920A1 | RU2005121711A  | AU776437B2 | MXPA01008549A  | AT381935T  | CN1626107A  | RU2001125913A  | DE60037578D1 | US2010098678A1 | IL180528D0 | CN100379426C  | PT1171137E  | EP1808177A2 | RU2394580C2 | ZA200107727A  | HU200400914A3 | DE60037578T2 | IL144964D0 | CA2362925A1 | DK1171137T3 | JP2002537340T  | ES2298130T3 | EP1171137B1 | KR100879559B1 | CN1191835C  | RU2268732C2 | US7638501B1 | EP1171137A4 | KR20070085864A  | BR200008447A  | NZ513926A  | AU200032434A  | CN1341024A ,25,19,Yes,Grant,Yes
177,WO2000051641,A1,PHARMACEUTICAL COMBINATION OF ANTIVIRAL AGENTS,US19990122480P,United States,1999-03-01T00:00:00Z,1999,2000-03-01T00:00:00Z,2000-09-08T00:00:00Z,2000,BIOCHEM PHARMA INC,RANDO ROBERT  CA  | GU ZHENGXIAN  CA,A61K04506 | A61P03112 | A61P03118,AU771196B2 | AT253938T  | CA2363982A1 | EP1159005A1 | US6887879B2 | US2003045534A1 | AU200028990A  | ES2208281T3 | JP2002538171T  | DE60006495D1 | DE60006495T2 | US6511983B1 | EP1159005B1,11,9,Yes,Grant,Yes
178,WO2000052034,A2,"INHIBITORS OF SERINE PROTEASE ACTIVITY, METHODS AND COMPOSITIONS FOR TREATMENT OF VIRAL INFECTIONS",US19980081936P,United States,1998-04-16T00:00:00Z,1998,2000-03-03T00:00:00Z,2000-09-08T00:00:00Z,2000,"BIO HOLDING, INC",SHAPIRO LELAND,C07K00700,AU200037314A  | WO200051625A1 | WO9953073A2 | EP1071785A2 | AU200038640A  | WO200051624A2 | WO200051623A3 | WO9953073A9 | AU200035115A  | US2006040867A1 | IL139062D0 | WO200051624A3 | BR9910125A  | WO200052034A3 | US6849605B1 | US6489308B1 | US2008261868A1 | AU3862099A  | US2010144630A1 | US2009298747A1 | WO200051623A2 | US7704958B1 | AU200037191A  | US2008051330A1 | WO2011041325A2 | WO9953073A3 | US2010210528A1 | CA2326687A1 | US7807781B2,25,6,Yes,Grant,Yes
179,WO2000056303,A2,TREATMENT OF IMMUNE DISEASES,US19990125674P,United States,1999-03-22T00:00:00Z,1999,2000-03-22T00:00:00Z,2000-09-28T00:00:00Z,2000,IMMUGEN PHARMACEUTICALS INC,TRAVIS CRAIG R    US,A61K031661 | A61P03500 | A61K031085 | A61P03118 | A61P03704 | A61P03112 | C07C03919 | C07C03924 | C07C04323 | A61K03109 | A61K03105 | C07F00912 | A61K031352 | C07C03910,US2002037923A1 | CN1377261A  | WO200056303A3 | HU200203437A3 | IL145470D0 | US2007179135A1 | IL145470A  | EP1189603A2 | US2008108647A1 | CN1939917A  | HU200203437A2 | BR200009200A  | CA2367262A1 | US2003158191A1 | CN1561990A  | US7105685B2 | ZA200107773A  | JP2002539246T  | US6274635B1 | US6566560B2 | AU200039107A ,17,11,Yes,Grant,Yes
180,WO2000056729,A1,CHEMOKINE RECPETOR BINDING HETEROCYCLIC COMPOUNDS,US19990125823P,United States,1999-03-24T00:00:00Z,1999,2000-03-24T00:00:00Z,2000-09-28T00:00:00Z,2000,GENZYME CORPORATION,BRIDGER GARY      | SKERLJ RENATO      | KALLER AL      | HARWIG CURTIS      | BOGUCKI DAVID      | WILSON TREVOR R      | CRAWFORD JASON      | MCEACHERN ERNEST J      | ATSMA BEM      | NAN SIQIAO      | ZHOU YUANXI      | SCHOLS DOMINIQUE,A61P02900 | A61K0315377 | A61P03708 | A61P01902 | A61P01706 | A61P04300 | A61P02104 | A61P00310 | A61P00514 | A61P01100 | A61P01700 | A61P02100 | A61P01712 | A61K031444 | A61K0314439 | A61P03706 | C07D21336 | A61P01312 | A61P03702 | A61P03118 | A61K0314402 | A61P03500 | A61P01106 | A61K0314985 | A61K03146 | A61P00104 | A61K0314709 | A61K0314725 | C07D40114 | C07D40112 | C07D23942 | C07D40914 | C07D21338 | C07D47104 | C07D21540 | C07D48704 | C07D41314 | C07D45104 | A61K04506 | C07D40514 | C07D41714,JP2003524620T  | US2004235823A1 | US7629337B2 | ES2265923T3 | CN1219780C  | MXPA01009674A  | EP1163238B1 | DE60028354T2 | US6750348B1 | HU200200761A2 | DE60028354D1 | TR200102799T2 | AU775123B2 | US2006264434A1 | NO323703B1 | NO20014593A  | CA2368047A1 | PL350998A1 | US7183273B2 | NZ514709A  | NO20014593D0 | AP1654A  | US2010105915A1 | EP1163238A1 | CN1351601A  | BR200010655A  | IL145401A  | AP200102269D0 | AT327988T  | HK1043985A1 | HU200200761A3 | IL145401D0 | CZ20013421A3 | AU200035460A ,25,21,Yes,Grant,Yes
181,WO2000059475,A1,COMPOSITIONS AND METHODS FOR IMPROVED DELIVERY OF IONIZABLE HYDROPHOBIC THERAPEUTIC AGENTS,US19990287043,United States,1999-04-06T00:00:00Z,1999,2000-03-16T00:00:00Z,2000-10-12T00:00:00Z,2000,LIPOCINE INC,CHEN FENG-JING      | PATEL MANESH V,A61K00964 | A61K009107 | A61K00966 | A61K04702 | A61K00948,EP1165048A4 | EP1165048A1 | AU200037637A  | CA2366702C  | US6383471B1 | CA2366702A1,5,5,Yes,Grant,Yes
182,WO2000059486,A2,USE OF CYP2D6 INHIBITORS IN COMBINATION THERAPIES,US19990128136P,United States,1999-04-07T00:00:00Z,1999,2000-03-20T00:00:00Z,2000-10-12T00:00:00Z,2000,PFIZER,OBACH RONALD SCOTT    US,A61K04500 | A61P04300 | A61K0314375 | A61K031435 | A61K031445 | A61K03618 | A61K03100 | A61K04506,BG106075A  | DZ3032A1 | AU200031850A  | CZ20013599A3 | BR200009564A  | JP2003523936T  | CN1479628A  | NO20014858D0 | WO200059486A8 | TR200102876T2 | US2003144220A1 | SK200101383A3 | AU774923B2 | PL359022A1 | EP1242058A1 | US2004018253A1 | CA2367052A1 | HR20010722A2 | US2004028755A1 | UY26092A1 | EA005158B1 | MA26728A1 | AP200102290D0 | NO20014858A  | NZ514466A  | SV2002000049A  | ZA200108158A  | IL145451D0 | EE200100524A  | IS6083A  | JP3704290B2 | PA8493401A1 | HU200300535A2 | ID30355A  | OA11858A ,31,28,Yes,Grant,Yes
183,WO2000066173,A2,METHODS AND FORMULATIONS FOR TARGETING INFECTIOUS AGENTS BEARING HOST CELL PROTEINS,CA19992270600,Canada,1999-05-03T00:00:00Z,1999,2000-05-03T00:00:00Z,2000-11-09T00:00:00Z,2000,INFECTIO RECHERCHE INC.,BERGERON MICHEL G  CA  | TREMBLAY MICHEL J  CA  | DESORMEAUX ANDRE  CA,A61K04748,JP2002543162T  | EP1173220A2 | CA2369550A1 | WO200066173A3 | US7357930B1 | CA2270600A1 | AU768685B2 | AU200042804A ,8,6,Yes,Grant,Yes
184,WO2000066551,A1,"CYCLIC AMIDE COMPOUNDS, PROCESS FOR THE PREPARATION OF THE SAME AND USES THEREOF",JP19990122549,Japan,1999-04-28T00:00:00Z,1999,2000-04-27T00:00:00Z,2000-11-09T00:00:00Z,2000,TAKEDA PHARMACEUTICAL COMPANY,ISHIHARA YUJI    JP  | IMAMURA SHINICHI    JP  | HASHIGUCHI SHOHEI    JP  | NISHIMURA OSAMU    JP  | KANZAKI NAOYUKI    JP  | BABA MASANORI    JP,C07D21152 | C07D41314 | A61P04300 | C07D40514 | C07D40506 | C07D40106 | C07D40112 | A61P03118 | C07D40312 | C07D21132 | C07D207277 | C07D26530 | C07D40114 | C07D40512 | C07D21178 | C07D21118 | C07D21126 | C07D20726,EP1180513A4 | AU200041433A  | CA2371618A1 | EP1180513A1 | JP2001011073A ,5,5,Yes,Application,No
185,WO2000066559,A1,PIPERIDINE DERIVATIVES USEFUL AS CCR5 ANTAGONISTS,US19990305187,United States,1999-05-04T00:00:00Z,1999,2000-05-01T00:00:00Z,2000-11-09T00:00:00Z,2000,SCHERING CORP,BAROUDY BAHIGE M    US  | CLADER JOHN W    US  | JOSIEN HUBERT B    US  | MCCOMBIE STUART W    US  | MCKITTRICK BRIAN A    US  | MILLER MICHAEL W    US  | NEUSTADT BERNARD R    US  | PALANI ANANDAN    US  | STEENSMA RUO    US  | TAGAT JAYARAM R    US  | VICE SUSAN F    US  | LAUGHLIN MARK A    US,A61P01700 | C07D40514 | A61P01902 | A61P02900 | A61P03708 | A61K031454 | A61K0314523 | A61P03700 | A61K0314468 | A61P03118 | A61P01106 | A61K031497 | A61P01706 | A61K031506 | A61P00100 | C07D21158 | C07D41714 | A61P03112 | C07D41314 | C07D40114 | A61P01900,HU200203528A2 | IL145742D0 | TWI283666B  | ES2246233T3 | NZ514675A  | NO322044B1 | JP2006225407A  | DK1175402T3 | EP1659111A2 | TR200402496T2 | NO20015365D0 | CZ20013941A3 | CN1151131C  | TR200103213T2 | HU200203528A3 | SK15672001A3 | BR200010607A  | RU2005120376A  | EP1175402A1 | AU2005202358B2 | DE60021371D1 | AT299866T  | CO5170522A1 | CZ301161B6 | PL203117B1 | CN1524527A  | SK200101567A3 | SI1175402T1 | AU780983B2 | CA2371587A1 | EP1175402B1 | NO20015365A  | HK1039330A1 | DE60021371T2 | CA2371587C  | AU2005202358A1 | JP2002543186T  | RU2266281C2 | PT1175402E  | EP1659111A3 | PL351412A1 | AU200045010A  | SK286968B6 | ZA200108867A  | EG24533A  | CN1349504A  | JP3894729B2,34,27,Yes,Grant,Yes
186,WO2000067801,A2,"PERMEABLE, WATER SOLUBLE, NON-IRRITATING PRODRUGS OF CHEMOTHERAPEUTIC AGENTS WITH OXAALKANOIC ACIDS",US19990132803P,United States,1999-05-06T00:00:00Z,1999,2000-05-05T00:00:00Z,2000-11-16T00:00:00Z,2000,UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION,CROOKS PETER ANTHONY      | CYNKOWSKI TADEUSZ      | CYNKOWSKA GRAZYNA      | GUO HONG      | ASHTON PAUL,C07D239553 | A61K031522 | C07D47318 | C07C069017 | A61P03702 | C07D49122 | C07D21381 | A61P00912 | C07K00500 | A61P01106 | A61P03500 | C07C069708 | A61P03708 | A61K0314409 | A61K031426 | C07D47302 | C07J07100 | A61P03106 | C07D40504 | C07D27728 | A61K03127 | C07D40112 | A61P03104 | A61K031513 | A61K0314725 | A61K031573 | A61K0315377 | A61K0314745 | A61K031505 | A61K04748,JP2003513884T  | US6765019B1 | CA2368831A1 | US2004214784A1 | AU200047037A  | EP1233789A2 | WO200067801A3 | US7214710B2,7,6,Yes,Grant,Yes
187,WO2000068203,A1,CYCLIC COMPOUNDS AND USES THEREOF,JP19990127724,Japan,1999-05-07T00:00:00Z,1999,2000-04-28T00:00:00Z,2000-11-16T00:00:00Z,2000,TAKEDA PHARMACEUTICAL COMPANY,SHIRAISHI MITSURU    JP  | BABA MASANORI    JP  | SETO MASAKI    JP  | KANZAKI NAOYUKI    JP  | NISHIMURA OSAMU    JP,A61K031661 | C07F009655 | A61K031381 | A61K031352 | C07D40914 | C07D40712 | C07D30908 | C07D31308 | A61K031351 | C07D40514 | A61K0314725 | A61K0314025 | C07D21706 | C07D40512 | C07D40912 | A61P03118 | A61K03144 | A61K0314709,CA2373073A1 | US6627651B1 | JP2001026586A  | AU200041452A  | EP1182195A4 | EP1182195A1,6,5,Yes,Grant,Yes
188,WO2000069255,A1,ANTI-INFLAMMATORY THERAPY FOR INFLAMMATORY MEDIATED INFECTION,US19990134091P,United States,1999-05-14T00:00:00Z,1999,2000-05-12T00:00:00Z,2000-11-23T00:00:00Z,2000,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,ANTON PETER A    US  | POLES MICHAEL A    US  | GIORGI JANIS V    US  | ELLIOTT JULIE E    US,A61K00902 | A61P03104 | A61P01502 | A61K031708 | A61K031603 | A61K031573 | A61K039395 | A61K0317072 | A61K031472 | A61P01102 | A61P03118 | A61K0314725 | A61K04800 | A61K031496 | A61K0315513 | A61K03160 | A61F00614 | A61F00606 | A61P00104 | A61K031536 | A61K03800 | A61K0317088 | A61F00604 | A61K03618 | A61K031513 | A61K00912 | A61P04300 | A61K031192 | A61K00906 | A61P03112 | A61K009107 | A61K03100 | A61K03820 | A61K031606 | A61K03817 | A61K04506 | A61K031454,TR200103271T2 | US2003138399A1 | MXPA01011606A  | CN1353573A  | IS6130A  | EP1202620A1 | CA2368593A1 | PL351710A1 | AU200050108A  | JP2002544210T  | IL146130D0 | WO200069255A8 | BR200010546A ,12,12,Yes,Application,No
189,WO2000072827,A2,POROUS DRUG MATRICES AND METHODS OF MANUFACTURE THEREOF,US19990136323P,United States,1999-05-27T00:00:00Z,1999,2000-05-25T00:00:00Z,2000-12-07T00:00:00Z,2000,"ACUSPHERE, INC",STRAUB JULIE      | BERNSTEIN HOWARD      | CHICKERING DONALD E III      | KHATAK SARWAT      | RANDALL GREG,A61K00914 | A61K04702 | A61K04734 | A61K00910 | A61K00908 | A61K00902 | A61K00948 | A61K04726 | A61K04712 | A61K00920 | A61K00916,ES2250141T3 | DK1180020T3 | US2002041896A1 | KR100883477B1 | AU768022B2 | CN1240373C  | WO200072827A9 | US6610317B2 | NZ516083A  | HK1094775A1 | US6645528B1 | NO20015753D0 | EP1180020B1 | JP2003500438T  | US2005058710A1 | AT312601T  | DE60024811D1 | AU200054459A  | MXPA01012106A  | HK1048956A1 | ES2250141T5 | CA2371836C  | US2005048116A1 | NO323761B1 | IL146659D0 | NO20015753A  | ZA200110347A  | DE60024811T3 | TWI274589B  | CN100376291C  | US7919119B2 | BR200010984A  | EP1180020B2 | US40493E1 | IL146659A  | US6395300B1 | DK1180020T4 | DE60024811T2 | US6932983B1 | CA2371836A1 | EP1180020A2 | EP1642572A1 | CN1823737A  | US2002142050A1 | KR20070069219A  | CN1365274A  | WO200072827A3,32,20,Yes,Grant,Yes
190,WO2000073284,A2,"1,4-BENZODIAZEPIN-2-ONES USEFUL AS HIV REVERSE TRANSCRIPTASE INHIBITORS",US19990135966P,United States,1999-05-26T00:00:00Z,1999,2000-05-19T00:00:00Z,2000-12-07T00:00:00Z,2000,BRISTOL MYERS SQUIBB PHARMA CO,RODGERS JAMES D      | JOHNSON BARRY L      | WANG HAISHENG,C07D40106 | C07D24314 | A61P03118 | C07D40506 | C07D40906 | C07D41706,AU200055884A  | US6462037B1 | CA2370141A1 | EP1183242A2 | WO200073284A3,5,5,Yes,Grant,Yes
191,WO2000074677,A2,IMPROVED PHARMACEUTICAL FORMULATIONS,US19990325826,United States,1999-06-04T00:00:00Z,1999,2000-05-25T00:00:00Z,2000-12-14T00:00:00Z,2000,ABBOTT LAB,ALANI LAMAN A      | GHOSH SOUMOJEET,A61K04730 | A61K04712 | A61P04300 | A61K04742 | A61K031426 | A61K04710 | A61K04500 | A61K031513 | A61K0314725 | A61P03118 | A61K0315375 | A61K031551 | A61K03163 | A61K03117 | A61K00948 | A61K031472 | A61K031427 | A61K031496 | A61K0314433 | A61K0314709,EP1733725A1 | CZ301308B6 | CA2371109A1 | ZA200108641A  | AR032586A1 | SI1183026T1 | DE60029219D1 | ES2324549T3 | BR200007294A  | NO20015670A  | CO5160323A1 | AT429224T  | PL197671B1 | DK1183026T3 | TR200103488T2 | WO200074677A3 | BG106239A  | IL146025D0 | AU778198B2 | EP1733725B1 | SI1733725T1 | AT332132T  | DE60029219T2 | JP2003501386T  | DE60042092D1 | HK1045804A1 | PL351943A1 | CN101361723A  | EP1183026A2 | ES2265946T3 | MXPA01012478A  | PT1733725E  | CN100418527C  | SK17202001A3 | NO20015670D0 | PT1183026E  | NZ515016A  | SK200101720A3 | CN1353607A  | HU200201591A2 | SK287185B6 | HU200201591A3 | BG65445B1 | DK1733725T3 | SK286305B6 | AU200052877A  | NO328968B1 | TWI244390B  | CZ20014293A3 | AR064309A2 | EP1183026B1,37,27,Yes,Grant,Yes
192,WO2000076961,A1,INHIBITORS OF ASPARTYL PROTEASE,US19990139070P,United States,1999-06-11T00:00:00Z,1999,2000-06-08T00:00:00Z,2000-12-21T00:00:00Z,2000,ERTEX PHARMACEUTICALS INCORPORATED,HALE MICHAEL ROBIN    US  | TUNG ROGER    US  | PRICE STEPHEN    GB  | WILKES ROBIN DAVID    GB  | SCHAIRER WAYNE CARL    US  | JARVIS ASHLEY NICHOLAS    GB  | SPALTENSTEIN ANDREW    US  | FURFINE ERIC STEVEN    US  | SAMANO VICENTE    US  | KALDOR ISTVAN    US  | MILLER JOHN FRANKLIN    US  | BRIEGER MICHAEL STEPHEN    US,C07D31762 | A61K031343 | A61K03134 | A61P03112 | C07C31118 | C07D40712 | A61P04300 | A61K0315377 | A61P03118 | A61K031352 | C07D31746 | C07D49304 | A61K03136 | A61K04506,BR200011741A  | ZA200110177A  | EP1194404B1 | DE60016404D1 | CA2380858A1 | JP4503896B2 | TW593248B  | JP2003502337T  | DE60016404T2 | AT283860T  | TR200200407T2 | NO323951B1 | AU200056006A  | AU779994B2 | JP2009046493A  | AR031520A1 | AU774538B2 | US6878728B1 | HK1046899A1 | ES2263478T3 | US2004122000A1 | SI1194404T1 | BR200011745A  | CO5160337A1 | CZ20014431A3 | EP1194404A1 | TR200202528T2 | NO20016034D0 | TR200603871T2 | PT1194404E  | NO20016034A  | EP1185539B1 | AU200056040A  | EP1686113A1 | IL202633D0 | CN1361765A  | WO200077011A1 | CN100516034C  | DE60027722T2 | JP2003502309T  | HU200300385A3 | IL146918D0 | US6452032B1 | PL352830A1 | NZ516003A  | MXPA01012808A  | HU200300385A2 | DE60027722D1 | DK1194404T3 | EP1185539A1 | CN1368975A  | CA2375797A1 | AT325091T  | CN101245058A  | IL146918A  | US2009274650A1,35,27,Yes,Grant,Yes
193,WO2000076993,A1,"BENZAZEPINE DERIVATIVES, PROCESS FOR THE PREPARATION OF THE SAME AND USES THEREOF",JP19990170345,Japan,1999-06-16T00:00:00Z,1999,2000-06-15T00:00:00Z,2000-12-21T00:00:00Z,2000,TAKEDA PHARMACEUTICAL COMPANY,SHIRAISHI MITSURU    JP  | BABA MASANORI    JP  | ARAMAKI YOSHIO    JP  | KANZAKI NAOYUKI    JP  | NISHIMURA OSAMU    JP,C07D22316 | A61P04300 | A61P03118 | C07D40512,EP1186604A4 | US6936602B1 | AU200054265A  | JP2001058992A  | CA2380860A1 | EP1186604A1,6,6,Yes,Grant,Yes
194,WO2001010387,A2,ANTIVIRAL THERAPY USE OF P-GLYCOPROTEIN MODULATORS,US19990370266,United States,1999-08-09T00:00:00Z,1999,2000-08-07T00:00:00Z,2001-02-15T00:00:00Z,2001,VANDERBILT UNIVERSITY,WOOD ALASTAIR J J    US  | KIM RICHARD B    US  | WILKINSON GRANT R    US,A61K04500 | A61K031427 | A61K031341 | A61K0314725 | A61P04300 | A61K031496 | A61K031472 | A61K031495 | A61P03118 | A61K03134 | A61K031445 | A61K03855 | A61K03147,CA2378984A1 | WO200110387A3 | AU200077574A  | JP2003523944T  | EP1202737A4 | EP1202737A2,5,5,Yes,Application,No
195,WO2001010454,A2,COMPOSITION AND METHODS FOR TREATMENT OF HIV INFECTION,US19980074066P,United States,1998-02-09T00:00:00Z,1998,2000-08-07T00:00:00Z,2001-02-15T00:00:00Z,2001,"DEFIANTE FARMACEUTICA, S.A",AVRAMIS VASSILIOS L  US  | COHEN LEWIS  US,A61K03800,ZA9901029A  | DE69909747T2 | AU200068944A  | DK1053012T3 | JP2003506409T  | US2004228839A1 | WO200110454B1 | JP2002502826T  | EP1143990A2 | EP1053012B1 | DE69909747D1 | EP1143990A3 | WO200110454A3 | US6689762B1 | WO200110454A9 | EP1053012A1 | ES2203072T3 | ZA200102506A  | CA2346063A1 | AU2658499A  | AT245444T  | WO9939732A1 | CA2319356A1 | AU752434B2,15,11,Yes,Grant,Yes
196,WO2001012168,A2,"PHARMACEUTICAL PRODUCT FOR THE TREATMENT OF VIRAL INFECTIONS, IN PARTICULAR OF THE HUMAN IMMUNODEFICIENCY VIRUS (HIV)",NL19991012825,Netherlands,1999-08-13T00:00:00Z,1999,2000-08-09T00:00:00Z,2001-02-22T00:00:00Z,2001,FACULTEIT GENEESKUNDE UNIVERSITEIT UTRECHT,VAN ASBECK BERNT SWEDER  NL  | MARX JOHANNES JOSEPHUS MARIA  NL,A61K03100,WO200112168A3 | AT282430T  | DE60016044D1 | AU200064831A  | NL1012825C2 | NL1012825A1 | EP1257261A2 | EP1257261B1,6,5,Yes,Grant,Yes
197,WO2001021603,A1,A PROCESS FOR THE SYNTHESIS OF RITONAVIR,IT1999MI01950,Italy,1999-09-21T00:00:00Z,1999,2000-09-18T00:00:00Z,2001-03-29T00:00:00Z,2001,ARCHIMICA S.R.L.,BELLANI PIETRO    IT  | FRIGERIO MARCO    IT  | CASTOLDI PATRIZIA    IT,C07B06100 | C07D27722 | C07C23710 | C07D27728,AU200075546A  | DE60032453T2 | DE60032453D1 | JP2003509504T  | ITMI991950A1 | EP1133485A1 | HU200104259A3 | ES2278631T3 | IT1313624B1 | HU200104259A2 | US6407252B1 | AT348819T  | ITMI991950D0 | EP1133485B1,10,10,Yes,Grant,Yes
198,WO2001025199,A1,"UREA COMPOUNDS, PROCESS FOR PRODUCING THE SAME AND USE THEREOF",JP19990284495,Japan,1999-10-05T00:00:00Z,1999,2000-10-04T00:00:00Z,2001-04-12T00:00:00Z,2001,TAKEDA PHARMACEUTICAL COMPANY,KURASAWA OSAMU    JP  | IMAMURA SHINICHI    JP  | HASHIGUCHI SHOHEI    JP  | NISHIMURA OSAMU    JP  | KANZAKI NAOYUKI    JP  | BABA MASANORI    JP,C07D21114 | A61P04300 | A61P03118,US6787650B1 | DE60027908D1 | AU200075560A  | EP1219605B1 | DE60027908T2 | JP2001172260A  | CA2386387A1 | EP1219605A1 | EP1219605A4 | AT325790T ,8,8,Yes,Grant,Yes
199,WO2001025200,A1,CYCLIC AMINE COMPOUNDS AS CCR5 ANTAGONISTS,JP19990282088,Japan,1999-10-01T00:00:00Z,1999,2000-09-29T00:00:00Z,2001-04-12T00:00:00Z,2001,TAKEDA PHARMACEUTICAL COMPANY,IMAMURA SHINICHI    JP  | HASHIGUCHI SHOHEI    JP  | HATTORI TAEKO    JP  | NISHIMURA OSAMU    JP  | KANZAKI NAOYUKI    JP  | BABA MASANORI    JP  | SUGIHARA YOSHIHIRO    JP,C07D21162 | C07D40514 | C07D40512 | A61K031708 | A61K031454 | A61K031513 | A61K031437 | A61K0314355 | A61K0315377 | C07D40112 | A61K031506 | C07D21170 | C07D21158 | C07D21174 | C07D47114 | A61K0317072 | A61K031498 | A61P04300 | A61K031472 | C07D40114 | C07D41312 | A61K0314725 | C07D48704 | A61K04500 | A61K031427 | A61P03118 | A61K031497 | C07D21196 | A61K031445 | C07D47104 | C07D41314 | A61K0314427 | A61K0314709 | C07D47116 | A61K031496 | A61K0315025 | C07D41714 | A61K0314545 | A61K031443 | C07D40914 | C07D41704 | A61K0315513 | A61K0314433 | C07D48714,CO5380013A1 | CA2608807A1 | DK1220842T3 | EP1220842A1 | EP1886994A1 | US2003114443A1 | PT1220842E  | AT400555T  | ZA200202593A  | US7348324B2 | EP1220842B1 | HU200300138A2 | ES2310173T3 | JP2001302633A  | NO20021450D0 | JP3814136B2 | BR200014428A  | CA2385938C  | PL203984B1 | HU200300138A3 | CN1390201A  | DE60039446D1 | HK1046905A1 | JP2003048880A  | AU200074487A  | US6562978B1 | NO20021450A  | CA2385938A1 | PL356034A1,22,18,Yes,Grant,Yes
