type,office,office_code,origin,technology_original,technology_number,technology,year,records
Income,Upper middle-income,W2,Non-Resident,23 - Chemical engineering,23,Chemical engineering,1989,523
Income,Upper middle-income,W2,Non-Resident,24 - Environmental technology,24,Environmental technology,1989,136
Income,Upper middle-income,W2,Non-Resident,25 - Handling,25,Handling,1989,389
Income,Upper middle-income,W2,Non-Resident,26 - Machine tools,26,Machine tools,1989,317
Income,Upper middle-income,W2,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1989,197
Income,Upper middle-income,W2,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,1989,277
Income,Upper middle-income,W2,Non-Resident,29 - Other special machines,29,Other special machines,1989,528
Income,Upper middle-income,W2,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1989,210
Income,Upper middle-income,W2,Non-Resident,31 - Mechanical elements,31,Mechanical elements,1989,398
Income,Upper middle-income,W2,Non-Resident,32 - Transport,32,Transport,1989,274
Income,Upper middle-income,W2,Non-Resident,"33 - Furniture, games",33,"Furniture, games",1989,101
Income,Upper middle-income,W2,Non-Resident,34 - Other consumer goods,34,Other consumer goods,1989,143
Income,Upper middle-income,W2,Non-Resident,35 - Civil engineering,35,Civil engineering,1989,384
Income,High-income,W1,Resident,0 - Unknown,0,Unknown,1990,5476
Income,High-income,W1,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1990,6096
Income,High-income,W1,Resident,2 - Audio-visual technology,2,Audio-visual technology,1990,2958
Income,High-income,W1,Resident,3 - Telecommunications,3,Telecommunications,1990,1929
Income,High-income,W1,Resident,4 - Digital communication,4,Digital communication,1990,606
Income,High-income,W1,Resident,5 - Basic communication processes,5,Basic communication processes,1990,1542
Income,High-income,W1,Resident,6 - Computer technology,6,Computer technology,1990,2271
Income,High-income,W1,Resident,7 - IT methods for management,7,IT methods for management,1990,64
Income,High-income,W1,Resident,8 - Semiconductors,8,Semiconductors,1990,1728
Income,High-income,W1,Resident,9 - Optics,9,Optics,1990,2795
Income,High-income,W1,Resident,10 - Measurement,10,Measurement,1990,5800
Income,High-income,W1,Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1990,526
Income,High-income,W1,Resident,12 - Control,12,Control,1990,1796
Income,High-income,W1,Resident,13 - Medical technology,13,Medical technology,1990,4439
Income,High-income,W1,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1990,4021
Income,High-income,W1,Resident,15 - Biotechnology,15,Biotechnology,1990,1227
Income,High-income,W1,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1990,1740
Income,High-income,W1,Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1990,2371
Income,High-income,W1,Resident,18 - Food chemistry,18,Food chemistry,1990,1058
Income,High-income,W1,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1990,3144
Income,High-income,W1,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1990,2621
Income,High-income,W1,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1990,1668
Income,High-income,W1,Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,1990,3
Income,High-income,W1,Resident,23 - Chemical engineering,23,Chemical engineering,1990,3799
Income,High-income,W1,Resident,24 - Environmental technology,24,Environmental technology,1990,1658
Income,High-income,W1,Resident,25 - Handling,25,Handling,1990,4857
Income,High-income,W1,Resident,26 - Machine tools,26,Machine tools,1990,4347
Income,High-income,W1,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1990,3107
Income,High-income,W1,Resident,28 - Textile and paper machines,28,Textile and paper machines,1990,2883
Income,High-income,W1,Resident,29 - Other special machines,29,Other special machines,1990,5703
Income,High-income,W1,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1990,2215
Income,High-income,W1,Resident,31 - Mechanical elements,31,Mechanical elements,1990,4840
Income,High-income,W1,Resident,32 - Transport,32,Transport,1990,5713
Income,High-income,W1,Resident,"33 - Furniture, games",33,"Furniture, games",1990,4078
Income,High-income,W1,Resident,34 - Other consumer goods,34,Other consumer goods,1990,2902
Income,High-income,W1,Resident,35 - Civil engineering,35,Civil engineering,1990,5893
Income,High-income,W1,Non-Resident,0 - Unknown,0,Unknown,1990,1379
Income,High-income,W1,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1990,7038
Income,High-income,W1,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,1990,5138
Income,High-income,W1,Non-Resident,3 - Telecommunications,3,Telecommunications,1990,2429
Income,High-income,W1,Non-Resident,4 - Digital communication,4,Digital communication,1990,727
Income,High-income,W1,Non-Resident,5 - Basic communication processes,5,Basic communication processes,1990,1671
Income,High-income,W1,Non-Resident,6 - Computer technology,6,Computer technology,1990,3211
Income,High-income,W1,Non-Resident,7 - IT methods for management,7,IT methods for management,1990,63
Income,High-income,W1,Non-Resident,8 - Semiconductors,8,Semiconductors,1990,2683
Income,High-income,W1,Non-Resident,9 - Optics,9,Optics,1990,5424
Income,High-income,W1,Non-Resident,10 - Measurement,10,Measurement,1990,5766
Income,High-income,W1,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1990,838
Income,High-income,W1,Non-Resident,12 - Control,12,Control,1990,2012
Income,High-income,W1,Non-Resident,13 - Medical technology,13,Medical technology,1990,3987
Income,High-income,W1,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1990,8376
Income,High-income,W1,Non-Resident,15 - Biotechnology,15,Biotechnology,1990,2251
Income,High-income,W1,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1990,5167
Income,High-income,W1,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1990,4529
Income,High-income,W1,Non-Resident,18 - Food chemistry,18,Food chemistry,1990,1784
Income,High-income,W1,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1990,5329
Income,High-income,W1,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1990,4111
Income,High-income,W1,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1990,2694
Income,High-income,W1,Non-Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,1990,1
Income,High-income,W1,Non-Resident,23 - Chemical engineering,23,Chemical engineering,1990,4847
Income,High-income,W1,Non-Resident,24 - Environmental technology,24,Environmental technology,1990,1637
Income,High-income,W1,Non-Resident,25 - Handling,25,Handling,1990,5314
Income,High-income,W1,Non-Resident,26 - Machine tools,26,Machine tools,1990,4635
Income,High-income,W1,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1990,4291
Income,High-income,W1,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,1990,4900
Income,High-income,W1,Non-Resident,29 - Other special machines,29,Other special machines,1990,6036
Income,High-income,W1,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1990,2274
Income,High-income,W1,Non-Resident,31 - Mechanical elements,31,Mechanical elements,1990,5706
Income,High-income,W1,Non-Resident,32 - Transport,32,Transport,1990,5828
Income,High-income,W1,Non-Resident,"33 - Furniture, games",33,"Furniture, games",1990,2734
Income,High-income,W1,Non-Resident,34 - Other consumer goods,34,Other consumer goods,1990,3122
Income,High-income,W1,Non-Resident,35 - Civil engineering,35,Civil engineering,1990,4888
Income,Lower middle-income,W3,Resident,0 - Unknown,0,Unknown,1990,4
Income,Lower middle-income,W3,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1990,4
Income,Lower middle-income,W3,Resident,2 - Audio-visual technology,2,Audio-visual technology,1990,1
Income,Lower middle-income,W3,Resident,3 - Telecommunications,3,Telecommunications,1990,1
Income,Lower middle-income,W3,Resident,6 - Computer technology,6,Computer technology,1990,1
Income,Lower middle-income,W3,Resident,10 - Measurement,10,Measurement,1990,3
Income,Lower middle-income,W3,Resident,12 - Control,12,Control,1990,1
Income,Lower middle-income,W3,Resident,13 - Medical technology,13,Medical technology,1990,2
Income,Lower middle-income,W3,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1990,1
Income,Lower middle-income,W3,Resident,18 - Food chemistry,18,Food chemistry,1990,2
Income,Lower middle-income,W3,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1990,1
Income,Lower middle-income,W3,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1990,2
Income,Lower middle-income,W3,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1990,2
Income,Lower middle-income,W3,Resident,23 - Chemical engineering,23,Chemical engineering,1990,4
Income,Lower middle-income,W3,Resident,24 - Environmental technology,24,Environmental technology,1990,2
Income,Lower middle-income,W3,Resident,25 - Handling,25,Handling,1990,8
Income,Lower middle-income,W3,Resident,26 - Machine tools,26,Machine tools,1990,2
Income,Lower middle-income,W3,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1990,2
Income,Lower middle-income,W3,Resident,28 - Textile and paper machines,28,Textile and paper machines,1990,6
Income,Lower middle-income,W3,Resident,29 - Other special machines,29,Other special machines,1990,12
Income,Lower middle-income,W3,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1990,1
Income,Lower middle-income,W3,Resident,31 - Mechanical elements,31,Mechanical elements,1990,2
Income,Lower middle-income,W3,Resident,32 - Transport,32,Transport,1990,8
Income,Lower middle-income,W3,Resident,"33 - Furniture, games",33,"Furniture, games",1990,2
Income,Lower middle-income,W3,Resident,34 - Other consumer goods,34,Other consumer goods,1990,5
Income,Lower middle-income,W3,Resident,35 - Civil engineering,35,Civil engineering,1990,5
Income,Lower middle-income,W3,Non-Resident,0 - Unknown,0,Unknown,1990,25
Income,Lower middle-income,W3,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1990,44
Income,Lower middle-income,W3,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,1990,10
Income,Lower middle-income,W3,Non-Resident,3 - Telecommunications,3,Telecommunications,1990,10
Income,Lower middle-income,W3,Non-Resident,4 - Digital communication,4,Digital communication,1990,2
Income,Lower middle-income,W3,Non-Resident,5 - Basic communication processes,5,Basic communication processes,1990,2
Income,Lower middle-income,W3,Non-Resident,6 - Computer technology,6,Computer technology,1990,10
Income,Lower middle-income,W3,Non-Resident,8 - Semiconductors,8,Semiconductors,1990,8
Income,Lower middle-income,W3,Non-Resident,9 - Optics,9,Optics,1990,3
Income,Lower middle-income,W3,Non-Resident,10 - Measurement,10,Measurement,1990,27
Income,Lower middle-income,W3,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1990,3
Income,Lower middle-income,W3,Non-Resident,12 - Control,12,Control,1990,7
Income,Lower middle-income,W3,Non-Resident,13 - Medical technology,13,Medical technology,1990,56
Income,Lower middle-income,W3,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1990,324
Income,Lower middle-income,W3,Non-Resident,15 - Biotechnology,15,Biotechnology,1990,47
Income,Lower middle-income,W3,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1990,288
Income,Lower middle-income,W3,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1990,19
Income,Lower middle-income,W3,Non-Resident,18 - Food chemistry,18,Food chemistry,1990,76
Income,Lower middle-income,W3,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1990,188
Income,Lower middle-income,W3,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1990,55
Income,Lower middle-income,W3,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1990,18
Income,Lower middle-income,W3,Non-Resident,23 - Chemical engineering,23,Chemical engineering,1990,69
Income,Lower middle-income,W3,Non-Resident,24 - Environmental technology,24,Environmental technology,1990,15
Income,Lower middle-income,W3,Non-Resident,25 - Handling,25,Handling,1990,46
Income,Lower middle-income,W3,Non-Resident,26 - Machine tools,26,Machine tools,1990,22
Income,Lower middle-income,W3,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1990,16
Income,Lower middle-income,W3,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,1990,37
Income,Lower middle-income,W3,Non-Resident,29 - Other special machines,29,Other special machines,1990,87
Income,Lower middle-income,W3,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1990,19
Income,Lower middle-income,W3,Non-Resident,31 - Mechanical elements,31,Mechanical elements,1990,27
Income,Lower middle-income,W3,Non-Resident,32 - Transport,32,Transport,1990,14
Income,Lower middle-income,W3,Non-Resident,"33 - Furniture, games",33,"Furniture, games",1990,13
Income,Lower middle-income,W3,Non-Resident,34 - Other consumer goods,34,Other consumer goods,1990,33
Income,Lower middle-income,W3,Non-Resident,35 - Civil engineering,35,Civil engineering,1990,83
Income,Low-income,W4,Resident,0 - Unknown,0,Unknown,1990,1
Income,Low-income,W4,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1990,1
Income,Low-income,W4,Resident,13 - Medical technology,13,Medical technology,1990,1
Income,Low-income,W4,Resident,15 - Biotechnology,15,Biotechnology,1990,1
Income,Low-income,W4,Resident,23 - Chemical engineering,23,Chemical engineering,1990,1
Income,Low-income,W4,Resident,25 - Handling,25,Handling,1990,1
Income,Low-income,W4,Resident,29 - Other special machines,29,Other special machines,1990,3
Income,Low-income,W4,Non-Resident,0 - Unknown,0,Unknown,1990,46
Income,Low-income,W4,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1990,1
Income,Low-income,W4,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,1990,2
Income,Low-income,W4,Non-Resident,3 - Telecommunications,3,Telecommunications,1990,2
Income,Low-income,W4,Non-Resident,4 - Digital communication,4,Digital communication,1990,2
Income,Low-income,W4,Non-Resident,6 - Computer technology,6,Computer technology,1990,1
