Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
METHOD FOR PRODUCING A FROZEN PIZZA,WO03001917 (A1),09/01/2003,HINE ALANâ€‚[GB];  APPLEBY MARKâ€‚[GB];  MUSGRAVE DONNAâ€‚[GB],H J HEINZ FROZEN & CHILLED FOOâ€‚[GB];  HINE ALANâ€‚[GB];  APPLEBY MARKâ€‚[GB];  MUSGRAVE DONNAâ€‚[GB],A21D8/02; A21D13/00; A21D15/02; A21D13/00; A21D8/02; A21D15/02,A21D13/007; A21D8/02; A21D15/02,WO2002GB02914,20020626,GB20010015960 20010629,,,,,,,,,,,US3879564 (A); US5281433 (A); US4367243 (A); US4046920 (A); US3845219 (A); GB2228661 (A); US6327968 (B1),,,
USE OF OZONE FOR IMPROVING KNEADING,WO2005099457 (A1),27/10/2005,COSTE CHRISTIANâ€‚[FR];  DUBOIS MICHELâ€‚[FR],GREEN TECHNOLOGIES SARLâ€‚[FR];  COSTE CHRISTIANâ€‚[FR];  DUBOIS MICHELâ€‚[FR],A21C1/10; A21D2/04; A21D8/02; A21D2/04; A21C1/10; A21D8/02,A21D2/04; A21D8/025,WO2005FR00628,20050316,FR20040002846 20040319,,,,,,,,,,,FR2831023 (A1); WO9317561 (A1); GB880182 (A); DE19624229 (A1); US2004022917 (A1); GB186940 (A); WO0143556 (A1); US5089283 (A); JPH03175941 (A); RU2166852 (C1),XP002304447; XP002304446,,
"Baking oven for flamb cake, pizza, baguette or similar has an array of flat fireclay trays rotating about a central shaft",FR2869201 (B1); FR2869201 (A1),28/10/2005,SCHNORR MARIN,SCHNORR MARINâ€‚[DE],A21B1/33; A21B1/44; A47J37/04; A21B1/44,A21B1/33; A21B1/44; A47J37/043,FR20050003601,20050412,DE20042006450U 20040423,DE20102395U (U1); FR1241560 (A); US3425364 (A),,,,,,,,,,,,,
"Pizza box, has base, limited by lateral walls, delimiting housing for pizza, where housing has rack comprising plate for receiving another pizza and arranged for extending in section of thickness greater than thickness of plate",FR2872131 (A1),30/12/2005,GHENNAI SABRINA;  BOZETINE AZIZ,GHENNAI SABRINAâ€‚[FR];  BOZETINE AZIZâ€‚[FR],B65D5/4805; B65D5/49; B65D85/36; B65D5/48,B65D5/48018; B65D5/48024; B65D85/36; B65D2585/366,FR20040006811,20040623,FR20040006811 20040623,US2002079357 (A1); US4944452 (A); AU741897B (B2); US6386440 (B1); US4957237 (A); US5351880 (A); US5049710 (A),,,,,,,,,,,,,
"Refractory material plate for domestic cooking oven, has vapor chamber communicating with exterior through openings that permit formed vapor to escape when chamber is at adequate temperature and permit draining-off of water in chamber",FR2869977 (A1); FR2869977 (B1),11/11/2005,LEVEQUE MAURICE,LEVEQUE MAURICEâ€‚[FR];  MARBOUTIN FRANCISâ€‚[FR],A21B3/15; F24C13/00; F24C15/10; F24C15/16; F24C15/10; F24C13/00,A21B3/15; F24C15/16,FR20040005019,20040510,FR20040005019 20040510,FR2699650 (A1); US5776532 (A); EP1413832 (A2),,,,,,,,FR2846402 (A1),,,,,
"Producing pizza, focaccia or tart dough capable of holding natural grains in suspension after baking, comprises using defined ingredients",FR2858521 (B1); FR2858521 (A1),11/02/2005,POPOT JACQUES;  LE MEHAUTE CATHERINE,TOQUE ANGEVINEâ€‚[FR],A21D2/36; A21D13/00; A21D13/02; A21D13/04; A21D2/36,A21D13/007; A21D2/36; A21D13/02; A21D13/04,FR20030009725,20030807,FR20030009725 20030807,DE19524041 (A1); DE4024222 (A1); DE3013003 (A1); US4761296 (A); EP0842607 (A1); EP0612479 (A1); EP0830814 (A2); FR2697722 (A1); EP0826305 (A1); WO9407369 (A1); FR2701356 (A1),XP002280472,,,,,,,,,,,,
New sausage on a stick food product comprises cooked sausage inside covering of cooked dough with stick inserted in one end,FR2857565 (A1),21/01/2005,BEZARD PASCAL VINCENT,BEZARD PASCAL VINCENTâ€‚[FR],A23L1/00; A23L1/31; A23L1/315; A23L1/317; A23L1/325; A23L1/317; A23P1/08,A23L1/3257; A23L1/0005; A23L1/005; A23L1/0067; A23L1/31; A23L1/3103; A23L1/315; A23L1/3157; A23L1/3172; A23L1/3175; A23L1/325,FR20030008734,20030717,FR20030008734 20030717,EP1210881 (A1); GB786217 (A); EP0220748 (A2); DE19643556 (A1); JPH104924 (A); JPH10108653 (A); JPS589670 (A); KR940000617B (B1),XP002165270,,,,,,,,,,,,
"Kitchen utensil for cutting and serving prepared food e.g. pizza, has one scissor fixed on support slab which comprises of movable part that permits prepared food to be divided by angle and/or using dividers",FR2855781 (A1),10/12/2004,VERGES CHRISTOPHE,VERGES CHRISTOPHEâ€‚[FR],B26B13/22; B26D3/24; B26B13/22; B26D3/24,B26B13/22; B26D3/245,FR20030006658,20030603,FR20030006658 20030603,US6513247 (B1); FR729238 (A),,,,,,,,,,,,,
METHOD AND INSTALLATION FOR AUTOMATED PRODUCTION OF BASIC PIZZA CRUST AND PIZZA PIE CRUST OBTAINED USING SAID METHOD AND INSTALLATION,WO03096813 (A1),27/11/2003,GUILLET JOELâ€‚[FR],GUILLET JOELâ€‚[FR],A21C11/00; A21D13/00; A21D15/00; A21D13/00; A21C11/00; A21D15/00,A21D13/007; A21C11/004; A21D15/00,WO2003FR01491,20030516,FR20020006063 20020517,,,,,,,,,,,FR2776166 (A1); EP0056346 (A1); FR2720900 (A1); FR2685608 (A1); WO0239819 (A1); US4079666 (A),,,
"METHOD OF PRODUCING A FOLDED-DOUGH FOOD PRODUCT, INDUSTRIAL CHAIN USED FOR SAME AND PRODUCT THUS OBTAINED",WO03099020 (A1),04/12/2003,SCHLIENGER GERARDâ€‚[FR];  JACQUEMIN BERNARDâ€‚[FR],GERARD SCHLIENGER INVESTISSEMEâ€‚[FR];  SCHLIENGER GERARDâ€‚[FR];  JACQUEMIN BERNARDâ€‚[FR],A21C9/06; A21C15/00; A21D13/00; A23P1/08; A21D13/00; A21C9/06; A21C15/00; A23P1/08,A21D13/0022; A21C9/063; A21C15/007; A21D13/007; A23P1/086,WO2003FR01301,20030424,FR20020006336 20020524,,,,,,,,,,,FR2791527 (A1); FR2732558 (A1); FR2741779 (A1); WO0221927 (A1); FR2774866 (A1); GB2305350 (A),,,
"Barbecue has pizza oven under charcoal pan with perforated base, allowing pizzas and grilled food to be cooked simultaneously",FR2845584 (A1),16/04/2004,DIGIROLAMO GEORGES,DIGIROLAMO GEORGESâ€‚[FR],A47J37/06; A47J37/07; A47J37/07,A47J37/0623; A47J37/0658; A47J37/0704; A47J37/0786,FR20020012716,20021014,FR20020012716 20021014,US5910209 (A); US5983882 (A); EP0092631 (A1),,,,,,,,,,,,,
Outer packaging for enabling transportation of e.g. flat stacked pizza boxes in their horizontal position is formed from cross-shaped blank with one band wrapped around boxes while other band is folded to form carrying handle,FR2843584 (A1),20/02/2004,ICHAY SIMON,ICHAY SIMONâ€‚[FR],B65D71/00; B65D71/36; B65D71/44,B65D71/36; B65D2571/0016; B65D2571/00222; B65D2571/0045; B65D2571/00475; B65D2571/00524; B65D2571/0053; B65D2571/0066; B65D2571/00796; B65D2571/00913,FR20020010288,20020813,FR20020010288 20020813,GB666901 (A); FR1368117 (A); US3746245 (A); GB732889 (A); US3683987 (A),,,,,,,,EP0950616 (A2),,,,,
METHOD FOR COOKING OR HEATING OR THAWING AND/OR PACKAGING A FOOD PRODUCT,WO03051128 (A1),26/06/2003,DELAS ERICâ€‚[FR],SEBAâ€‚[FR];  DELAS ERICâ€‚[FR],A21D8/06; A21D13/00; A21D15/04; A47J37/06; B65D81/34; A21D13/00,A21D13/007; A21D8/06; A21D15/04; A47J37/0611; B65D81/343; B65D81/3453; B65D2581/3406; B65D2581/3435,WO2002FR04424,20021218,FR20010016362 20011218,,,,,,,,,,,US6013300 (A); US2243137 (A); US5253565 (A); FR2549697 (A1); US4601237 (A); GB2343106 (A); FR2741779 (A1); FR2791527 (A1); EP0194780 (A1); GB2350104 (A); DE29616596U (U1); US5298273 (A); WO0221927 (A1); WO03022059 (A2),,,
"Pizza delivery box, lined with thermal insulation material comprising aluminium, preferably in film or laminate form",FR2837798 (A1); FR2837798 (B1),03/10/2003,GOSIOSO DENIS;  GOSIOSO MARIE FRANCE,GOSIOSO DENISâ€‚[FR];  GOSIOSO MARIE FRANCEâ€‚[FR],B65D5/42; B65D81/38; B65D81/38,B65D5/4295; B65D5/4216; B65D81/3858,FR20020003941,20020328,FR20020003941 20020328,DE29616596U (U1); US4237171 (A); US5180075 (A); DE29819400U (U1); JP2000355372 (A),,,,,,,,,,,,,
"Pizza cutting scissors composed of lower blade supported on work plane, handle and two part upper blade articulated by toothed sectors",FR2837126 (B1); FR2837126 (A1),19/09/2003,SAMPOGNARO JOSEPH,SAMPOGNARO JOSEPHâ€‚[FR],A47G21/04; B26B13/26; B26B13/06; B26B3/24,B26B13/26; A47G21/045,FR20020003334,20020318,FR20020003334 20020318,DE804766 (C); US3486227 (A); US5014433 (A); DE29510632U (U1); US883457 (A); DE9300142U (U1); DE20102656U (U1); DE19650322 (A1),,,,,,,,,,,,,
Pizza packaging system comprises body and cover with part hinged to body vertical walls,FR2833582 (A1); FR2833582 (B1),20/06/2003,DELAS ERIC,SEBAâ€‚[FR],A47J37/06; B65D5/66; B65D81/34; B65D81/34; A47J36/24; B65D5/30; B65D5/36,B65D81/343; B65D5/6667; B65D81/3453; B65D2581/3406; B65D2581/3435,FR20020002886,20020307,FR20020002886 20020307; FR20010016362 20011218,DE29616596U (U1); DE10045908 (A1); DE2052449 (A1); GB2350104 (A); US5445314 (A),,,,,,,,,,,,,
"Production of dough for making bread, pizza, doughnuts, viennoiserie and cakes comprises using carbonated water",FR2834617 (B3); FR2834617 (A1),18/07/2003,GALLOIS BERNARD,GALLOIS BERNARDâ€‚[FR],A21D2/02; B01F3/04; C02F1/44; C02F1/68; A21D2/04,B01F3/04815; A21D2/02; B01F3/04808; B01F2003/04893; C02F1/44; C02F1/68,FR20020000453,20020115,FR20020000453 20020115,,,,,,,,,,,,,,
Implement for serving pizza has circular blade carried on handle with scoop snap fit onto collar,FR2832346 (A1),23/05/2003,MENNA PHILIPPE,MENNA PHILIPPEâ€‚[FR],A47G21/04; B26B25/00; B26B11/00; B26D3/24,B26B25/005; A47G21/045,FR20010015016,20011120,FR20010015016 20011120,US96134 (A); US3256548 (A); US895352 (A); US4423551 (A); DE428750 (C); US3711945 (A); US3174223 (A),,,,,,,,,,,,,
Heat resistant carrier case for pizzas comprise metal belt around contour and carrying handle on upper crosspiece,FR2831787 (A1),09/05/2003,KHEYI MAGID,KHEYI MAGIDâ€‚[FR],A47J47/14; A47J41/00; B65D81/18; B65D81/38,A47J47/145,FR20010014276,20011105,FR20010014276 20011105,,,,,,,,,,,,,,
DISPENSING MACHINE FOR HOT FOOD SUCH AS PIZZA,WO2004023408 (A1),18/03/2004,RUIZ HUERTAS JOSE MARIAâ€‚[ES],RUIZ HUERTAS JOSE MARIAâ€‚[ES];  MIRO PEPIO ROSA MARIAâ€‚[ES],G07F9/10; G07F11/54; G07F11/54; G07F9/10,G07F9/105; G07F11/54; G07F17/0078,WO2002ES00417,20020903,WO2002ES00417 20020903,,,,,,,,,,,EP1107199 (A2); FR2549624 (A1),,,
METHOD FOR THE TRANSMISSION OF INFORMATION,WO2005027545 (A1),24/03/2005,DUSCHA THORSTENâ€‚[DE],SIEMENS AGâ€‚[DE];  DUSCHA THORSTENâ€‚[DE],H04L29/08; H04W4/02; H04Q7/22,H04L67/20; H04L67/18; H04W4/02,WO2004EP51917,20040826,DE2003141581 20030909,,,,,,,,,,,EP1211906 (A2); US5561704 (A); EP1246480 (A1); WO9911078 (A1),,,
"Process for manufacturing folded pizza pies called ""calzoni"", and its production line",EP1454529 (A2),08/09/2004,TONTINI UMBERTOâ€‚[IT],MAR IS S R Lâ€‚[IT],A21C9/06; A21C9/06,A21C9/063,EP20040425124,20040227,IT2003RM00088 20030228,,,,,,,,,,,,,,
A method and an apparatus for applying and distributing particulate material on a substrate,EP1566101 (A1),24/08/2005,SIMONSEN CARSTEN DANâ€‚[DK],CABINPLANT INT ASâ€‚[DK],A21C9/04; A21C15/00; A21C9/04; A21C15/00,A21C9/04; A21C15/002,EP20040388009,20040218,EP20040388009 20040218,EP0947137 (A2); EP1188379 (A1); FR2722656 (A1); EP0732053 (A1); US4152976 (A); US6598519 (B1); US5109760 (A),,,,,,,,,,,,,
A rotating cutting device,EP1520662 (B1); EP1520662 (A1),06/04/2005,WEBSTER DAVIDâ€‚[US];  HAENLEIN HANS-CHRISTOPHâ€‚[US];  OVERTHUN THOMASâ€‚[US];  NEWMAN SVENâ€‚[US];  PALMER SAMâ€‚[US];  PAPADOPOULOS ANNETTA Mâ€‚[US];  YURCHENCO JAMESâ€‚[US],ZYLISS AGâ€‚[CH],B26B25/00; B26B25/00,B26B25/005,EP20040104804,20040930,US20030674931 20030930,BE1013992 (A); US6044565 (A); US4809437 (A),,,,,,,,,,,,,
Sealable carton,EP1493674 (B9); EP1493674 (B1); EP1493674 (A3); EP1493674 (A2),05/01/2005,SAULAS ALAINâ€‚[FR],MEADWESTVACO PACKAGING SYSTEMSâ€‚[US],B65D5/02; B65D5/20; B65D5/20; B65D5/24; B65D85/36,B65D5/02; B65D5/2019; B65D5/2033,EP20040018059,19980203,EP19980906101 19980203; GB19970002145 19970203; WO1998US02018 19980203,US5553771 (A); US3792646 (A); US5595339 (A); DE2261649 (A1),,,,,,,,,,,,,
Singulating device for bakery goods.,EP1486120 (A2); EP1486120 (A3); EP1486120 (B1),15/12/2004,DANNENHAUER BERNDâ€‚[DE];  BLUEMEL FRANKâ€‚[DE];  SCHMIDT THOMASâ€‚[DE],WERNER & PFLEIDERER LEBENSMITTâ€‚[DE],A21B3/07; A21C9/08; A21B3/07; A21C9/08; B65G47/14,A21B3/07; A21C9/085,EP20040013093,20040603,DE2003126481 20030610; DE2003136457 20030806; DE2003158540 20031215,US4205743 (A); DE1004539 (B); US6065587 (A); US5954185 (A); DE9202111U (U1); DE10116423 (A1); DE1274502 (B); EP0806382 (A1); US4921106 (A),,,,,,,,,,,,,
Electric oven for baking pizza,EP1468610 (A1),20/10/2004,TOMATIS STEFANOâ€‚[IT],CMT COSTR MECC & TECâ€‚[IT],A21B1/22; A47J37/06; F24C7/04; A47J27/62; A21B1/22; A47J37/04; F24C7/04,A47J37/0623; A21B1/22; A47J37/0629; A47J37/0658; F24C7/04; A47J27/62,EP20030425238,20030417,EP20030425238 20030417,US4758442 (A); EP0373446 (A2); WO0226042 (A1); US2949524 (A); DE19839071 (A1); US2214630 (A); DE10027299 (A1),,,,,,,,,,,,,
Apparatus for applying a product onto a substrate,EP1428435 (A1); EP1428435 (B1),16/06/2004,DOLSKI EBERHARDâ€‚[DE],FREIBERGER LEBENSMITTEL GMBH &â€‚[DE],A21C9/04; A21C9/04,A21C9/04,EP20030024737,20031029,DE2002158243 20021213,DE20202001U (U1); GB2269810 (A); EP0293671 (A1); US5171367 (A),,,,,,,,US3505963 (A); US3547052 (A),,,,,
Method and device for topping food products,EP1488701 (A1),22/12/2004,CAPOVILLA ANDREAâ€‚[IT];  TORGHELE CLAUDIOâ€‚[CH],ARTOS S Aâ€‚[LU],A21C9/04; A21C9/04,A21C9/04,EP20030013787,20030618,EP20030013787 20030618,EP1078573 (A2); WO9632844 (A1); US5894028 (A); US3340789 (A); GB2380176 (A); US5458055 (A); US5113754 (A),,,,,,,,,,,,,
Oven for cooking a food product such as pizza or similar,EP1364606 (A1); EP1364606 (B1),26/11/2003,PACENZA SERGIOâ€‚[IT];  PACINI MARIOâ€‚[IT],MORETTI FORNI S P Aâ€‚[IT],A21B1/00; A21B3/07; A47J37/06; A47J37/08; A21B1/00; A21B3/07,A47J37/0623; A21B1/00; A21B3/07; A47J37/0629; A47J37/0658,EP20030010959,20030516,IT2002UD00108 20020520,US6080963 (A); US4986174 (A); US4964392 (A); US5686004 (A); EP1107199 (A2),,,,,,,,,,,,,
A PIZZA MAKING SYSTEM,EP1399024 (B1); EP1399024 (A2),24/03/2004,TORGHELE CLAUDIOâ€‚[CH];  MALFATTI PIERLUIGIâ€‚[IT],ARTOS S Aâ€‚[CH],A21C9/04; A21C9/08; A21C11/00; A21C11/00,A21C9/04; A21C9/083; A21C11/006,EP20020755517,20020610,US20020040950 20020107; WO2002IB03310 20020610; US20010297160P 20010608; US20020030287 20020107,,,,,,,,,US5486049 (A); US4630930 (A); US5322388 (A); WO9908537 (A1),,WO9908537 (A1); US5630358 (A); EP1151788 (A1); US6245370 (B1); US2001024671 (A1); US4010932 (A); US5322368 (A),,,
Process for producing a pizza crust,EP1308093 (A1),07/05/2003,KRATKY SASCHAâ€‚[AT];  KRATKY CHRISTINAâ€‚[AT],KRATKY SASCHAâ€‚[AT];  KRATKY CHRISTINAâ€‚[AT],A21C11/00; A21C11/00,A21C11/006,EP20020450252,20021031,AT20010084420U 20011102,US4251549 (A); US5462757 (A); GB2266221 (A); FR2768305 (A1); US5919508 (A),,,,,,,,US4251549 (A),,,,,
Container for take-away pizza,EP1331170 (A1),30/07/2003,CASELLI JUNIOâ€‚[IT],TOSCANA ONDULATI S P Aâ€‚[IT],B65D5/20; B65D5/66; B65D85/36; B65D5/20,B65D5/2033; B65D5/6626; B65D2585/366,EP20020425021,20020123,EP20020425021 20020123,US6223978 (B1); US5419486 (A); US5118032 (A),,,,,,,,,,,,,
Device for keeping warm and transporting food products with a motor vehicle,EP1293154 (A1); EP1293154 (B1),19/03/2003,DELZANNO ROBERTOâ€‚[CH];  DELZANNO LORENZOâ€‚[CH],DELZANNO ROBERTOâ€‚[CH];  DELZANNO LORENZOâ€‚[CH],A47J39/00; A47J39/02; A47J47/14; B60H1/00; B60H1/18; B60N3/16; B60P3/025; A47J47/14; A47J39/00; A47J39/02; B60H1/18,A47J39/003; A47J47/145; B60N3/16; B60P3/025; B60H1/00014; B60H1/18,EP20020405788,20020911,CH20010001698 20010914,US5582095 (A); DE9411346U (U1),,,,,,,,,,,,,
Portioning machine,EP1310170 (A1),14/05/2003,BERTI LUCIANOâ€‚[IT],OEM ALI S P Aâ€‚[IT],A21C5/00; A21C5/00,A21C5/00,EP20020079587,20021101,IT2001MI02350 20011108,US5728411 (A); FR2032172 (A5); FR2462868 (A1); BE453320 (A); FR625407 (A); US4900241 (A); FR605561 (A); US3888997 (A); US4332538 (A); FR649654 (A),,,,,,,,,,,,,
Package for pizzas,EP1375360 (A1),02/01/2004,GONIZZI GIANLUCAâ€‚[IT],PAREN SRLâ€‚[IT],B65D5/42; B65D85/36; B65D5/42; B65D85/36,B65D5/4204; B65D2585/366,EP20020023596,20021023,IT2002PR00008U 20020618,FR2802898 (A1); US4313542 (A); US5060852 (A); US5962092 (A); US6048558 (A); EP0705687 (A1); US5766772 (A),,,,,,,,,,,,,
Process and device for dosing and introducing ingredients into a kneading machine,EP1374683 (A1),02/01/2004,TORGHELE CLAUDIOâ€‚[CH];  CAPOVILLA ANDREAâ€‚[IT],ARTOS S Aâ€‚[LU],G01F11/24; A21C1/00; A21C1/02; A21C1/06; A21C1/14; A47J43/07; B01F7/14; B01F7/18; B01F15/02; G01F13/00; B01F7/00; A21C1/06; A21C1/00; A21C1/14; B01F7/14; B01F15/02,B01F15/0219; A21C1/02; A21C1/1425; A21C1/144; B01F7/18; B01F7/00133; B01F7/00141,EP20020014308,20020627,EP20020014308 20020627,DE949551 (C); US5158782 (A); EP1151788 (A1); JPH0530888 (A); SU1667791 (A1),XP002220441,,,,,,,,,,,,
DEVICE FOR WARMING FOOD PRODUCTS SUCH AS BREAD AND IN PARTICULAR PIZZA-TYPE SANDWICHES,EP1289396 (B1); EP1289396 (A1),12/03/2003,BOUTELOUP CLAUDEâ€‚[FR];  HENRY RENE HENRIâ€‚[FR],BOUTELOUP CLAUDEâ€‚[FR],A47J37/08; A47J37/08,A47J37/0864,EP20010945380,20010608,WO2001FR01779 20010608; FR20000007413 20000609,,,,,,,,,,,US5323692 (A); DE3517746 (A1); FR2488504 (A1); US5549040 (A); US3377943 (A); US4208441 (A),,,
PACKING ARTICLE FOR FROZEN PRODUCTS,EA003229 (B1),27/02/2003,PEDERSEN STEENâ€‚[DK],TRYKKO PACK ASâ€‚[DK],A21D13/08; B65D77/22; B65D81/34; B65D85/36; B65D81/34,B65D77/225; B65D81/3453; B65D85/36; B65D2205/00; B65D2581/3406; B65D2581/344; B65D2581/3456; B65D2581/346; B65D2581/3494; B65D2581/3498; B65D2585/366; Y10S99/14,EA20010000555,19990915,DK19980000450U 19981202; WO1999DK00487 19990915,,,,,,,,,,,,,,
"Spacer for locating between pizza and lid of box is manufactured in one piece from flat plate and has at least one foot which is insertable into upper side of pizza so that spacer protrudes upwards in direction of lid, acting as stop",DE202005005422 (U1),15/12/2005,,PUESCHEL THOMASâ€‚[DE],B65D85/36,B65D81/05; B65D2585/366,DE20052005422U,20050405,DE20052005422U 20050405,,,,,,,,,,,,,,
"Holding device for hot baking tray, designed as U-profile with wider lower segment",DE202005004022 (U1),23/06/2005,,OERTER GUNDULAâ€‚[DE],A47J45/02; A47J45/02; A21B3/15,A47J45/02,DE20052004022U,20050312,DE20052004022U 20050312,,,,,,,,,,,,,,
"Commercial pizza baking oven, for use at lower temperatures, has heat storage grid with ten or more rods in longitudinal and transverse directions",DE202004011121 (U1),21/10/2004,,MARESI FERDINANDâ€‚[DE],A21B1/00; A21B3/00; F24C15/34; A21B1/26; A21B1/06; A21B3/00,F24C15/34; A21B1/00; A21B3/00,DE20042011121U,20040715,DE20042011121U 20040715,,,,,,,,,,,,,,
"Base for pizza, made from meat, fish or vegetables, is made from raw or prepared meat and breaded veal",DE202004007898 (U1),24/02/2005,,BOECKL KARLâ€‚[DE],A23L1/00; A23L1/31; A23L1/325; A23L1/48,A23L1/0067; A23L1/0047; A23L1/3103; A23L1/3257,DE20042007898U,20040511,DE20042007898U 20040511,,,,,,,,,,,,,,
"Frozen pizza, with a dough base and a filling, has a concealed container in the filling to hold a printed raffle ticket or motto and the like",DE102004033324 (A1),22/12/2005,RAEDER NIELSâ€‚[DE];  BERGER OLIVERâ€‚[DE],RAEDER NIELSâ€‚[DE];  BERGER OLIVERâ€‚[DE],A21D13/00; G09F23/00; G09F23/02; G09F23/02; A21D13/00,A21D13/007; G09F23/00,DE20041033324,20040709,DE20041027572 20040605; DE20041033324 20040709,,,,,,,,,,,,,,
Box made from plastic or paper for holding a pizza comprises a front side and a rear side connected to each other along the edges,DE20320860 (U1),07/04/2005,,PAPIER METTLER INHABER MICHAELâ€‚[DE],B65D5/468; B65D85/36; B65D30/10; B65D85/36,B65D5/4608; B65D2585/366,DE2003220860U,20031022,DE2003220860U 20031022; DE2003149079 20031022,,,,,,,,,,,,,,
Foldable cardboard pizza box is provided with additional fold lines and cutouts in comparison with known conventional pizza boxes,DE20318258 (U1),01/04/2004,,ROSSELLO GUISEPPEâ€‚[DE],B65D5/30; B65D5/355; B65D5/50; B65D85/36; B65D5/355; B65D85/36,B65D5/302; B65D5/0005; B65D5/5021; B65D2585/366,DE2003218258U,20031124,DE2003218258U 20031124,,,,,,,,,,,,,,
"Storing, heating and packaging system for food product e.g. pizza or quiche, panini sandwich, ham/cheese toast or apple strudel, involves opening and closing package during heating process to deliver package in closed condition",DE20310100 (U1),14/07/2005,,NIEMETZ WALTERâ€‚[CH],A21B7/00; B65D77/24; B65D81/34; G07F9/10; A21B3/07,A21B7/00; B65D77/245; B65D81/343; B65D81/3453; G07F9/105; G07F17/0078; B65D2203/06; B65D2543/00138; B65D2543/00296; B65D2543/00666; B65D2581/3406; B65D2581/3444; B65D2581/3472; B65D2581/3498,DE2003210100U,20030701,DE2003210100U 20030701,,,,,,,,,,,,,,
"Storing, heating and packaging system for food product e.g. pizza or quiche, panini sandwich, ham/cheese toast or apple strudel, involves opening and closing package during heating process to deliver package in closed condition",DE20310099 (U1),23/06/2005,,NIEMETZ WALTERâ€‚[CH],A21B7/00; B65D77/24; B65D81/34; G07F9/10; B65D85/36,A21B7/00; B65D77/245; B65D81/343; B65D81/3453; G07F9/105; G07F17/0078; B65D2203/06; B65D2543/00138; B65D2543/00296; B65D2543/00666; B65D2581/3406; B65D2581/3444; B65D2581/3472; B65D2581/3498,DE2003210099U,20030701,DE2003210099U 20030701,,,,,,,,,,,,,,
"Tray for carrying pizza boxes, has four bands glued in shape of cross to cardboard base plate",DE20308891 (U1),25/09/2003,,BIANCARDI ANGELOâ€‚[DE];  ULDERICO MICELIâ€‚[DE],B65D71/02; B65D85/36; B65D71/02; B65D85/36,B65D71/02; B65D2585/366,DE2003208891U,20030603,DE2003208891U 20030603,,,,,,,,,,,,,,
"Bag for carrying pizza boxes, has collapsible side walls formed by concertina arrangement of side parts made from card",DE20308889 (U1),25/09/2003,,BIANCARDI ANGELOâ€‚[DE];  ULDERICO MICELIâ€‚[DE],A45C7/00; A45C11/20; A45C11/24; A45C7/00; A45C11/20,A45C11/20; A45C7/00,DE2003208889U,20030603,DE2003208889U 20030603,,,,,,,,,,,,,,
"Device for keeping food like pizza warm during time needed for delivery, made of special synthetic material and pre-heated for use",DE20307942 (U1),04/12/2003,,KRAATZ DIETERâ€‚[DE],A47J47/14; B65D81/18; A47J39/02,A47J47/145; B65D81/18,DE2003207942U,20030521,DE2003207942U 20030521,,,,,,,,,,,,,,
"Pizza- or other circular baking-tray, fitted with rotating separation blade, joined to center of tray",DE20303266 (U1),05/06/2003,,NOACK MALGORZATAâ€‚[DE],A21B3/18; A47J37/01,A21B3/18,DE2003203266U,20030228,DE2003203266U 20030228,,,,,,,,,,,,,,
Pita bread or pizza oven has conveyer belt passing under array of focused infra-red heater elements,DE20220033 (U1),27/02/2003,,FREIBERGER LEBENSMITTEL GMBH &â€‚[DE],A21B1/48; F24C7/06; A21B1/22; A21B1/42; A21B1/48; A21B3/07; F24C1/08,F24C7/065; A21B1/48,DE2002220033U,20021220,DE2002220033U 20021220,,,,,,,,,,,,,,
"Pizza cutter, has small diameter cutting roll to allow it to be used with knife for eating pizza with",DE20216517 (U1),04/03/2004,,KATTNER PETERâ€‚[DE],B26B25/00; B26B3/02,B26B25/005,DE2002216517U,20021026,DE2002216517U 20021026,,,,,,,,,,,,,,
Food portioning scissors for pizza or onion cake,DE20118453 (U1),27/03/2003,,BLENK MAN AG BALZERSâ€‚[LI],B26B13/22; B26D1/00; B26B13/00; B26B13/22; B26D3/24; B26D7/27,B26B13/22,DE2001218453U,20011114,DE2001218453U 20011114,DE19650322 (C2); DE29704958U (U1); DE29618143U (U1); DE20102656U (U1); DE20001164U (U1); DE9302566U (U1),,,,,,,,,,,,,
"Tray for transporting e.g. pizzas, has reinforcing layer present only in tray base section",DE20114007 (U1),23/01/2003,,MM PACKAGING EUROP GMBH WIENâ€‚[AT],A47G19/03; B65D85/36; B65D85/36,A47G19/03; B65D85/36; B65D2585/366,DE2001214007U,20010824,DE2001214007U 20010824,,,,,,,,,,,,,,
"Baking portion of dough to form various shapes used to make pizza, covers very thin base selectively before heating on support and baking risen areas to crunchy shell",DE10352843 (A1),16/06/2005,STUECKL ULRICH Kâ€‚[DE],STUECKL ULRICH Kâ€‚[DE],A21D13/00; A21D13/00,A21D13/0019; A21D13/0067,DE2003152843,20031110,DE2003152843 20031110,,,,,,,,,,,,,,
