Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
Pizza Pop-Ins,US2009245698 (A1),01/10/2009,MILLER DAVID Tâ€‚[US],,B65D33/04; B65D33/16,B65D31/18; B65D33/2508; B65D2585/366,US20080857973,20080331,US20080857973 20080331,,,,,,,,,,,,,,
"Advertising medium for fixing at interior of cup of e.g. beverage, has small securing guides for inserting and fixing medium in paperboard container, where shape of medium is varied according to requests and specifications of customer",DE102008021245 (A1),29/10/2009,MEYER TOBIASâ€‚[DE];  PFORR THORBENâ€‚[DE],MP 2 TOBIAS MEYER & THORBEN PF;  THORBEN PFORRâ€‚[DE],G09F23/06; G09F23/02; G09F23/10,G09F23/00; G09F23/06; G09F23/10,DE20081021245,20080428,DE20081021245 20080428,,,,,,,,,,,,,,
Mechanized apparatus for the preparation of pizzas,EP2181599 (A2),05/05/2010,TOMATIS STEFANOâ€‚[IT],CMT COSTR MECC & TECâ€‚[IT],A21B3/07,A21B3/07,EP20090011458,20090908,IT2008TO00144 20080228,,,,,,,,,EP1168926 (A1),,,,,
Rolling pin for flattening pizza dough,EP2181600 (A2),05/05/2010,TOMATIS STEFANOâ€‚[IT],CMT COSTR MECC & TECâ€‚[IT],A21C3/02,A21C3/021,EP20090011457,20090908,IT2008TO00143U 20081030,,,,,,,,,US2451170 (A),,,,,
Method for Manufacturing a Decorative Pizza,US2009238924 (A1),24/09/2009,LAWHORN RICHARD Câ€‚[US],,A23P1/00,A21D13/007; A21C9/04; A21C11/006; A21D13/0087,US20080050395,20080318,US20080050395 20080318,,,,,,,,,,,,,,
Up-right carry-out,US7591496 (B1),22/09/2009,DE BECK THOMAS Dâ€‚[US],,A45F5/00,A45F5/00; A45C7/0054; A45C11/20; A45C13/02; A45C2007/0009,US20040986787,20041115,US20040986787 20041115,US1448866 (A); US1559046 (A); US4337812 (A); US4712673 (A); US5118033 (A); US5180894 (A); US5232258 (A); US5251945 (A); US5709913 (A); US5961043 (A); US6036085 (A); US6749064 (B1); US2002060167 (A1); US2003106899 (A1); EP0452167 (A1),,,,,,,,US1627583 (A); US1683678 (A); US1971322 (A); US2300874 (A); US3337046 (A); US5524949 (A); US6298992 (B1); USD462904S (S1),,,,,
Rotary cutter,US2009223068 (A1),10/09/2009,SAWHNEY RAVI KUMARâ€‚[US];  BOTSAI KURT GREGORYâ€‚[US];  GLUPKER CHRISTOPHER WARRENâ€‚[US];  AYA TOSHIHIROâ€‚[US];  THOMAS LEAH LOUISEâ€‚[US];  VERNON JOHN MARKâ€‚[US],,B26B25/00; B26D3/00,B26B25/005,US20080074859,20080305,US20080074859 20080305,,,,,,,,,,,,,,
Automatic Pizza Shaping Conveyor Device and Method,US2009220657 (A1),03/09/2009,YEN JEN-HOâ€‚[TW],,A23L1/00; A21B1/48; A21C11/06; A21C11/10; A21C13/02; A21D6/00,A21C11/10; A21C9/04,US20070226768,20070427,TW20060207338U 20060428; WO2007CA00725 20070427,US6953596 (B2),,,,,,,,,,,,,
Ceramic veneer glaze of electromagnetic furnace and method of producing the same,CN101508597 (A),19/08/2009,XIE WUâ€‚[CN];  GUIYIN LIâ€‚[CN];  ZHIDE ZHOUâ€‚[CN];  XIAO ZHANGâ€‚[CN],UNIV HUNANâ€‚[CN],C04B41/86,,CN2009142422,20090106,CN2009142422 20090106,,,,,,,,,,,,,,
PIZZA,US2009208610 (A1),20/08/2009,SANCHEZ ZARZOSO MARIA ISABELâ€‚[ES],,A21D13/00; A23L1/16,A21D13/007,US20050576514,20050923,ES20040002236U 20041001; WO2005ES70132 20050923,,,,,,,,,,,,,,
Automated Cheese Shredder For Applying Cheese To Pizza,US2009200408 (A1),13/08/2009,FRITZ-JUNG CATHRYNâ€‚[US],LITTLE CAESAR ENTPR INCâ€‚[US],A47J43/25,A47J43/255,US20080191004,20080813,US20080191004 20080813; US20070956508P 20070817,,,,,,,,,,,,,,
Material conveyer belt with pizza slice shape riffled,CN201280328 (Y),29/07/2009,FEIPENG MAâ€‚[CN],ZHEJIANG DONGNAN RUBBER BELT Câ€‚[CN],B65G15/42,,CN20082137631U,20080919,CN20082137631U 20080919,,,,,,,,,,,,,,
Material conveyer belt with pizza slice shape and head block riffled,CN201280327 (Y),29/07/2009,FEIPENG MAâ€‚[CN],ZHEJIANG DONGNAN RUBBER BELT Câ€‚[CN],B65G15/42,,CN20082137630U,20080919,CN20082137630U 20080919,,,,,,,,,,,,,,
Material conveyer belt with deformation pizza slice type and safe edge riffled,CN201280325 (Y),29/07/2009,FEIPENG MAâ€‚[CN],ZHEJIANG DONGNAN RUBBER BELT Câ€‚[CN],B65G15/42,,CN20082137628U,20080919,CN20082137628U 20080919,,,,,,,,,,,,,,
Material conveyer belt with deformation pizza slice type and safe edge riffled,CN201280324 (Y),29/07/2009,FEIPENG MAâ€‚[CN],ZHEJIANG DONGNAN RUBBER BELT Câ€‚[CN],B65G15/42,,CN20082137627U,20080919,CN20082137627U 20080919,,,,,,,,,,,,,,
Material conveyer belt with deformation pizza slice type and safe edge riffled,CN201280322 (Y),29/07/2009,FEIPENG MAâ€‚[CN],ZHEJIANG DONGNAN RUBBER BELT Câ€‚[CN],B65G15/30,,CN20082137634U,20080919,CN20082137634U 20080919,,,,,,,,,,,,,,
"Plastic pizza-mold has adjustable louvers in bottom area, adjustable spacers in bottom area, cover plate with adjustable louvers in lid area, adjustable louvers in base area and adjustable spacer in base area",DE102008011883 (A1),03/09/2009,KRAATZ DANIELâ€‚[DE],KRAATZ DANIELâ€‚[DE],A21B3/13; A47J37/01; B65D81/34,A47J36/04; A47J37/01; A21B3/15,DE20081011883,20080229,DE20081011883 20080229,,,,,,,,,,,,,,
"Interactive centralized online sales system for visually modifiable food preparation forms in three dimensional virtual world, has interface connected to virtual world, where virtually offered articles is delivered in real world",DE102008011837 (A1),03/09/2009,,TECHLAB GMBHâ€‚[DE],G06Q30/00,G06Q30/0603,DE20081011837,20080228,DE20081011837 20080228,,,,,,,,,,,,,,
"Food i.e. pizza, plate carrier device, has adjustable ventilation openings provided at lower and upper regions of device, and food plate carrier exhibiting different height, width and breadth and manufactured from different materials",DE102008011662 (A1),03/09/2009,KRAATZ DANIELâ€‚[DE],KRAATZ DANIELâ€‚[DE],A47J39/02,A47J47/14; B65D2585/366,DE20081011662,20080228,DE20081011662 20080228,,,,,,,,,,,,,,
"MODULAR PIZZA OVEN KIT, PIZZA OVEN FINGER ASSEMBLY SUPPORT, AND A METHOD OF OPERATING A PIZZA OVEN AT DIFFERENT SPEEDS AND A CONTROL ARRANGEMENT FOR PERFORMING THE METHOD",US8093533 (B2); US2009184103 (A1),23/07/2009,FRENCH MICHAELâ€‚[US];  BIELSTEIN MARK Aâ€‚[US],"FRENCH MICHAEL, ; BIELSTEIN MARK A",F27D11/00,A21B1/245,US20080336337,20081216,US20080336337 20081216; US20070014108P 20071217; US20080109883P 20081030,US6933473 (B2); US6998582 (B1),,,,,,,,,,,,,
A holder on a vehicle seat,GB2470080 (A),10/11/2010,POOLE MARKâ€‚[GB],POOLE MARKâ€‚[GB],B60R7/04; B60N3/10,B60R7/043; B60N2002/4405; B60N3/103; B60R7/043,GB20090008800,20090521,GB20090007711 20090506; GB20090008578 20090519; GB20090008405 20090515,DE1256938 (B); FR2874866 (A1); FR2921600 (A1); US6079773 (A); US2004155080 (A1); US2007273183 (A1),,,,,,,,,,,,,
METHOD FOR PREPARING OF BLACK SOYBEAN PIZZA,KR20090052588 (A),26/05/2009,LEE KEUN CHULâ€‚[KR];  PYO JAE HOâ€‚[KR];  SUNG NAK JUâ€‚[KR];  JO KUI IMâ€‚[KR],LEE KEUN CHULâ€‚[KR];  PYO JAE HOâ€‚[KR],A21D13/00; A23L1/20; A23L1/202,,KR20070119174,20071121,KR20070119174 20071121,,,,,,,,,,,,,,
"Cereal-based food preparation, mainly containing oat bran, for industrial production of food products",EP2130441 (A1),09/12/2009,DUKAN PIERREâ€‚[FR],NDV DUAL LTDâ€‚[GB],A23L1/10; A21D13/00; A21D13/04; A23L1/308,A23L1/308; A21D10/04; A21D13/007; A21D13/0077; A21D13/02; A21D13/04; A23L1/10; A23L1/1016,EP20090007106,20090528,FR20080003011 20080602; FR20080003909 20080709,WO02082929 (A1); US4824683 (A); US4497840 (A); EP1323355 (A1); US2004258826 (A1); AT400503B (B); US4698232 (A),,US2006008564 (A1); US6060519 (A),,,,,,,,,,,
Improved warm food product distributor,CN101460062 (A),17/06/2009,MARCO BIANCHIâ€‚[PT],MARCO BIANCHIâ€‚[PT],A21C15/00,A21C15/007,CN2007820201,20070601,IT2006PI00061 20060601,,,,,,,,,,,,,,
A PIZZA BOX,KR100892221 (B1),07/04/2009,JEONG JEONG ILâ€‚[KR],JEONG JEONG ILâ€‚[KR],B65D85/36,,KR20080041761,20080506,KR20080041761 20080506,KR200321355Y (Y1); US6568586 (B1); US4757937 (A),,KR200320088Y (Y1),,,,,,,,,,,
Open pizza oven,CN201252789 (Y),10/06/2009,YIZHOU LUâ€‚[CN];  JIE RENâ€‚[CN],UNIV ZHEJIANG SCIENCESâ€‚[CN],A21B5/00,,CN20082164641U,20080922,CN20082164641U 20080922,,,,,,,,,,,,,,
GAS OVEN OF PIZZA USING DIRECT HOT AIR JET,KR100887754 (B1),12/03/2009,JEONG BONG SUâ€‚[KR],JEONG BONG SUâ€‚[KR],F24C3/00; F24C3/04,,KR20080107942,20081031,KR20080107942 20081031,KR100326959B (B1); KR20070109256 (A); KR20010000225U (U); KR20070091635 (A),,,,,,,,,,,,,
"CLASSED BY DELIVERY,PAGE STRUCTURE",KR20090030389 (A),25/03/2009,SEO JIN SUNâ€‚[KR],SEO JIN SUNâ€‚[KR],G06Q50/12,,KR20070095653,20070920,KR20070095653 20070920,,,,,,,,,,,,,,
CONEPIZZA MACHINE,KR20090025730 (A),11/03/2009,LEE HYO SEOPâ€‚[KR],EANSKOREA CO LTDâ€‚[KR],A21D6/00; A23P1/00; A23P1/10; A23P1/12,,KR20070090804,20070907,KR20070090804 20070907,,,,,,,,,,,,,,
THE OVEN FOR THE CON PIZZA,KR100919697 (B1); KR20090022796 (A),04/03/2009,LEE TAE HOâ€‚[KR],HAMIL F & C CO LTDâ€‚[KR],F24C7/04; A21B1/00,,KR20070088426,20070831,KR20070088426 20070831,KR20030012038 (A); KR920012825 (A),,KR100789740B (B1),,,,,,,,,,,
"Navigation system operating method for guiding vehicle i.e. car, to point of interest e.g. restaurant, involves determining route by using search results, and starting route guidance to destination by data processing unit",DE102008057198 (A1),02/07/2009,KAZAN SINANâ€‚[DE];  KEPPLER MARTINâ€‚[DE];  SENG UWEâ€‚[DE];  WENZ MARTINâ€‚[DE];  ZIMMER RICHARDâ€‚[DE],DAIMLER AGâ€‚[DE],G01C21/34,G01C21/26,DE20081057198,20081113,DE20081057198 20081113,,,,,,,,,DE10244001 (A1); DE19927640 (A1); WO9210808 (A1),,,,,
"Unpacked product e.g. pizza, evacuating and back-gassing method for food industry, involves evacuating and back-gassing one of product flows in vacuum chamber, when product is introduced or discharged in another vacuum chamber",DE102007060305 (A1); DE102007060305 (B4),02/07/2009,KAUL DIETERâ€‚[DE],KAUL DIETERâ€‚[DE],B65B31/02; B65B25/06,B65B25/001; B65B31/022,DE20071060305,20071212,DE20071060305 20071212,WO2004045951 (A1); EP1124724 (B1); DE1238834 (B); EP1775222 (A1); DE3830009 (A1); DE1063519 (B); US5109654 (A); US5109654 (A); DE3830009 (A1); DE1238834 (B); DE1063519 (B); US5109654 (A); EP1124724 (B1); EP1106084 (A2); EP1775222 (A1); WO9812112 (A1); WO2004045951 (A1),,,,,,,,WO2004045951 (A1),,,,,
Food packaging,EP2116483 (A1),11/11/2009,DEVENPORT DAVIDâ€‚[GB],BENSON BOX COMPANY LTDâ€‚[GB],B65D81/34; B65D75/02; B65D85/36,B65D81/343; B65D75/02; B65D2205/02; B65D2585/366,EP20090006339,20090511,GB20080008449 20080509,US3003207 (A); FR2612498 (A1); WO9700040 (A1); US4890549 (A); US2002148882 (A1); US3876131 (A),,,,,,,,,,,,,
PREPARATION OF GYROS-BASED PIZZA,GR20070100598 (A),15/05/2009,KALPYRIS STYLIANOS NIKOLAOU,KALPYRIS STYLIANOS NIKOLAOU,A21D13/00,A21D13/007,GR20070100598,20071002,GR20070100598 20071002,,,,,,,,,,,,,,
Pizza baker,CN101427697 (A),13/05/2009,YI ZHANGâ€‚[CN],ZHANG LINâ€‚[CN],A21B5/00,,CN20081159874,20081109,CN20081159874 20081109,,,,,,,,,,,,,,
STOVE TOP PIZZA OVEN,CA2610236 (A1),13/05/2009,BEDARD MARKâ€‚[CA],BEDARD MARKâ€‚[CA],A47J27/00; A47J36/00; A47J37/01,A47J37/01,CA20072610236,20071113,CA20072610236 20071113,,,,,,,,,,,,,,
Self-rising dough-containing food product and related manufacturing methods,US2009123607 (A1),14/05/2009,BRODIE JOHNâ€‚[US];  SHAHEED AMRâ€‚[US],,A21D10/02; A21D2/08; A21D8/02,A21D17/006; A21D2/02; A21D2/183; A21D2/245; A21D6/001; A21D10/025; A21D13/007; A23V2002/00; A23V2002/00; A23V2250/0616; A23V2200/234; A23V2250/5086,US20050113950,20050425,US20040754867 20040109; US20050113950 20050425,,,,,,,,,,,,,,
Multi-functional baking box,CN201223307 (Y),22/04/2009,CHAOHUA LIâ€‚[CN],CHAOHUA LIâ€‚[CN],A47J37/06,,CN2008247479U,20080508,CN2008247479U 20080508,,,,,,,,,,,,,,
INTELLIGENT USER INTERFACE FOR MULTI-PURPOSE OVEN USING INFRARED HEATING FOR REDUCED COOKING TIME,WO2009058565 (A2); WO2009058565 (A3),07/05/2009,CAVADA LUIS Oâ€‚[US];  VALLEJO-NORIEGA ALVAROâ€‚[US];  VILBRANDT VICTORIAâ€‚[US],APPLICA CONSUMER PRODUCTS INCâ€‚[US];  CAVADA LUIS Oâ€‚[US];  VALLEJO-NORIEGA ALVAROâ€‚[US];  VILBRANDT VICTORIAâ€‚[US],,F24C7/08,WO2008US79982,20081015,US20070926333 20071029,,,,,,,,,,,US2005218139 (A1); US2006157470 (A1); US2003121904 (A1); WO9930086 (A1); WO9512962 (A1); US4664923 (A),,,
"Shelf forming method for food e.g. pizza dough, cooking oven, involves facing shoulders of lower layer by shoulders of mass slab to intercalate structure between slabs, at level of respective shoulders so as to obtain flat shelf with height",FR2940012 (B1); FR2940012 (A1),25/06/2010,FUGON DIDIERâ€‚[FR],EPHREM DISTRIBâ€‚[FR],A21B3/15; F24C15/10,F27D1/0043; F27D1/10,FR20080058935,20081222,FR20080058935 20081222,US2007108177 (A1); US1793129 (A),,,,,,,,,,,,,
Method for controlling a cooking program and cooking device,EP2078899 (A3); EP2078899 (A2),15/07/2009,HOEMME REGINAâ€‚[DE],RATIONAL AGâ€‚[DE],F24C7/08,F24C7/08; F24C7/082,EP20090150288,20090109,DE20081003853 20080110,EP1384951 (A1); US4914277 (A); DE19718399 (A1); DE4217943 (A1),,,,,,,,DE29923215U (U1); EP0786224 (B1); DE202006001655U (U1); DE102006020883 (A1); DE10120136 (A1); DE10151924 (A1); DE102004008737 (A1); DE29923215U (U1),,,,,
No-frying rapid food with frying flavor and appearance,CN101396083 (A),01/04/2009,BO LENGâ€‚[CN],BO LENGâ€‚[CN],A23L1/01,,CN20081302317,20080626,CN20072201090U 20070929; CN20081302317 20080626,,,,,,,,,,,,,,
"Box i.e. master box, for accommodating pizza, has platform made of corrugated cardboard, comprising flap of three cm in height on each side, where platform is positioned above pizza for accommodating another pizza",FR2935961 (A1); FR2935961 (B1),19/03/2010,VILLEFRANCHE SERGEâ€‚[FR],VILLEFRANCHE SERGEâ€‚[FR],B65D5/48,B65D5/48; B65D2585/366,FR20080005029,20080915,FR20080005029 20080915,US6851601 (B1); GB2361912 (A),,,,,,,,,,,,,
BREAD MANUFACTURE,KR20090010845 (A),30/01/2009,HYUN NAM SIKâ€‚[KR],HYUN NAM SIKâ€‚[KR],A23L1/10; A21D10/00; A21D13/00,,KR20070074317,20070723,KR20070074317 20070723,,,,,,,,,,,,,,
ANALOGUE CHEESE AND MANUFACTURING METHOD FOR THE SAME,KR20090006027 (A),14/01/2009,CHON EUN HEEâ€‚[KR],CHON EUN HEEâ€‚[KR],A23C19/09; A23C19/00; A23C19/08,,KR20080099221,20081009,KR20080099221 20081009,,,,,,,,,,,,,,
PIZZA DOUGH USING SEASONED SURIMI AND PIZZA PREPARED BY THE SAME,KR20090002715 (A),09/01/2009,YOON MYOUNG KEUNâ€‚[KR];  YOON SHIN DUKâ€‚[KR],CHAMSAL CO LTDâ€‚[KR],A21D2/34; A21D13/00; A21D13/04; A23L1/325,,KR20070066886,20070704,KR20070066886 20070704,,,,,,,,,,,,,,
Packaging For Pizza,US2009071850 (A1),19/03/2009,FRITZ-JUNG CATHRYNâ€‚[US];  THOMAS AMANDA Bâ€‚[US];  REBANT JASON Eâ€‚[US];  KAKISH HIBAâ€‚[US],LITTLE CAESAR ENTPR INCâ€‚[US],B65D81/26; B65D30/08,B65D77/26; B65D2205/02; B65D2585/366,US20080212197,20080917,US20080212197 20080917; US20070973225P 20070918; US20080021439P 20080116,,,,,,,,,,,,,,
Pizza package,CN201198393 (Y),25/02/2009,HANAN ZHENGâ€‚[CN],HANAN ZHENGâ€‚[CN],B65D85/36; B65D77/04; B65D81/34,,CN2008266236U,20080327,CN2008266236U 20080327,,,,,,,,,,,,,,
Refrigeration type workbench for pizza,CN201197335 (Y),25/02/2009,WEISHUN LUâ€‚[CN],SHANGHAI FURONG INDUSTRY CO LTâ€‚[CN],A21C14/00,,CN2008257056U,20080409,CN2008257056U 20080409,,,,,,,,,,,,,,
Aromatic Neomenthylamides as flavouring agents,EP2064959 (A1); EP2064959 (B1),03/06/2009,BACKES MICHAELâ€‚[DE];  VOESSING TOBIASâ€‚[DE];  WOEHRLE INGOâ€‚[DE],SYMRISE GMBH & CO KGâ€‚[DE],A23L1/226; C07C233/10; C07C233/11,A23L1/39; A23L1/40; A23L1/22091; A23L1/221; A23L1/22657; A23L1/22671; A23L1/2275; A23L1/24; A23L1/243; C07C233/65; C07C2101/14,EP20080167841,20081029,US20070984023P 20071031,WO2006099762 (A1),XP009113338; XP002519026; XP002519027; XP002519028; XP002519029,,,,,,,US2004202760 (A1); US2004202619 (A1); US2006057268 (A1); US2006068071 (A1); US2005084506 (A1); WO2006099726 (A1); WO2005020897 (A2); WO9926927 (A2); WO2006099762 (A1); EP0242325 (A2); US4518615 (A); US5093136 (A); US5266336 (A); US5601858 (A); US6986709 (B2); US3159585 (A); US3971852 (A); US4532145 (A); US5124162 (A); EP1258200 (A2); WO2006024587 (A1); WO2006106023 (A1); WO2007003527 (A1); WO2006058893 (A2); WO2005096841 (A1); WO2004078302 (A1); WO2007014879 (A1); WO2007107596 (A1); WO2004000787 (A2); WO2004043906 (A2),,,,,
Combination delivery box and board game,US2009058003 (A1),05/03/2009,NOUHAN JR HARRY Pâ€‚[US],,A63F3/02; B65D5/00,B65D81/368; A63F3/02; A63F9/001; A63F2003/00943; A63F2009/0012; A63F2250/505,US20070897866,20070904,US20070897866 20070904,,,,,,,,,,,,,,
Molded paper pulp pizza box,US2009057381 (A1),05/03/2009,GOKHALE CHANDANâ€‚[US],,B65D5/00,B65D43/162; B65D1/26; B65D1/46; B65D43/163; B65D2585/366,US20070897113,20070829,US20070897113 20070829,,,,,,,,,,,,,,
PIZZA-BAKING VESSEL AND METHOD FOR BAKING PIZZA USING THE SAME,JP5132214 (B2); JP2009022233 (A),05/02/2009,UENO TAKAO,UIC KK,A21B3/13; A21D13/00,,JP20070190307,20070723,JP20070190307 20070723,JPH0327511U (U); WO2005115208 (A1); JPS5017584U (U); JPH06343379 (A); JP3029345U (U); JP3070975U (U); JPH02503386 (A),,JPH0327511U (U); WO2005115208 (A1); JPS5017584U (U); JPH06343379 (A); JP3029345U (U); JP3070975U (U); JPH02503386 (A),,,,,,,,,,,
AUTOMATED CHEESE SHREDDER FOR APPLYING CHEESE TO PIZZA,CA2638688 (A1),17/02/2009,FRITZ-JUNG CATHRYNâ€‚[US],LITTLE CAESAR ENTPR INCâ€‚[US],A47J43/25,,CA20082638688,20080814,US20070956508P 20070817; US20080191004 20080813,,,,,,,,,,,,,,
High density disk and ellipse for cooking pizza,US2009038483 (A1),12/02/2009,SCORZIELLO DINOâ€‚[US],,H05B6/12,A47J37/01,US20070890245,20070806,US20070890245 20070806,,,,,,,,,,,,,,
"Cooking device i.e. baking-oven, for cooking e.g. pizza, has heating element for heating food in chamber, and main heating zone formed by main heating element and representing ellipse with major axis, which is larger than minor axis",DE102007042087 (A1),12/03/2009,DENGLER KLAUSâ€‚[DE];  FRANK ROLANDâ€‚[DE];  HANGL FELIXâ€‚[DE];  HANGL MARTINAâ€‚[DE];  SCHLAG RUPERTâ€‚[DE],BSH BOSCH SIEMENS HAUSGERAETEâ€‚[DE],F24C7/06; F24C15/00,F24C7/06,DE20071042087,20070905,DE20071042087 20070905,,,,,,,,,,,,,,
ELECTRIC PIZZA OVEN,JP4949948 (B2); JP2009005593 (A),15/01/2009,YAMAUCHI MASAO;  SHIBATA HIDEKI;  SHIGETA SUMIKAZU;  SAKAI HIDEKI;  HIROHATA TATSUYA,CHUBU ELECTRIC POWER;  NICHIWA DENKI KK,A21B1/22; A21B1/44; A21B3/00; A21B5/00,,JP20070168291,20070626,JP20070168291 20070626,,,JPH09269127 (A); JP2006296237 (A); JP2007003136 (A); JP2001352893 (A); JPH03123996U (U),,,,,,,,,,,
"Interlocking bottom plate i.e. lower box, for delivering e.g. pizza, has lateral walls or tabs including intermediate stop units to stop top plate on bottom plate in partial embedded position of top plate in bottom plate",FR2936226 (A1),26/03/2010,DEPOORTER SOPHIEâ€‚[FR];  LAMBOTIN PASCALâ€‚[FR];  MAHIEUX ERICâ€‚[FR];  BOURDIN OLIVIERâ€‚[FR];  MATHIEU GERARDâ€‚[FR],OTOR SAâ€‚[FR],B65D5/00; B65D5/26; B65D21/00,B65D5/0025; B65D5/2033; B65D5/22; B65D2585/366,FR20080005292,20080925,FR20080005292 20080925,DE9209434U (U1); FR2242872 (A5); US3580475 (A); GB1531235 (A); EP0548879 (A1); FR2808506 (A1); FR2808505 (A1),,,,,,,,,,,,,
Pizza,USD585178 (S1),27/01/2009,FORTE VITTORIOâ€‚[IT],,,,US20070283115F,20070807,EM20070669718F 20070212,,,,,,,,,,,,,,
Pizza Box with Removable Portions used as Reward Tokens,AU2008255242 (B2); AU2008255242 (A1),15/01/2009,BRAOUDAKIS GEORGE,INITIATIVES AND INNOVATIONS PTY LTD,B65D5/22; B65D5/42; B65D5/46; B65D5/54; B65D5/66; B65D25/20; B65D85/36,B65D5/6661; B65D5/6664; B65D5/6667; B65D25/205; B65D5/22; B65D5/4229; B65D2205/00; B65D2313/04; B65D2585/366; Y10S206/831; Y10S229/915; Y10S229/902,AU20080255242,20081211,AU20030221619 20030417; AU20080255242 20081211; AU2002PS01798 20020417,US6041997 (A); US3949931 (A),,,,,,,,,,,,,
Infrared oven,US2009008379 (A1),08/01/2009,INGEMANSON MATS Oâ€‚[US],REDI KWICK CORPâ€‚[US],F27D11/00,A21B1/22; H05B3/0076,US20080153360,20080516,US20080153360 20080516; US20070930771P 20070518,,,,,,,,,,,,,,
"LINE, METHOD AND PROCESSING STATION FOR FORMING DOUGH DISKS SUCH AS PIZZA BASES OR THE LIKE",EP2164334 (B1); EP2164334 (A2),24/03/2010,BENETTI LUIGIâ€‚[IT],ITECA S P Aâ€‚[IT],A21C11/00,A21C11/006; A21C11/008; A21C11/10,EP20080751305,20080522,WO2008IB52027 20080522; IT2007VI00148 20070523,,,,,,,,,EP0463221 (A1); US2005287240 (A1),,US2005287240 (A1); US5006358 (A); US5388503 (A); EP0463221 (A1); EP1129621 (A1); WO2006129759 (A1); FR2492225 (A1); EP1060670 (A1),,,
"Pizza packaging box, has bottom section including flat bottom with bottom wall, and lid part including flat top with lid wall, where studs and recesses connect bottom part and lid part",NL2001541 (C2),30/10/2009,SLUIMAN HANSâ€‚[NL];  ELK ALFRED HENDRIK VANâ€‚[NL],OESTERMAN DEâ€‚[NL],B65D65/46; B65D77/24; B65D81/36; B65D85/36,A47G19/06; B65D65/466; B65D77/245; B65D81/36; B65D2585/366,NL20082001541,20080429,NL20082001541 20080429,WO2008020214 (A1); US3938726 (A); WO2008028222 (A1); EP0897943 (A2); US5843544 (A); US2006226206 (A1); NL1033995C (C1); CH667788 (A5),,,,,,,,,,,,,
"Transfer apparatus for adding pourable food product to substrate, e.g. pizza base, has dosing device for adding product to upper side of belt extending around guide means movable between loading and unloading positions",NL1034384 (C2),17/03/2009,NILLESEN EGBERT HENRICUS JOHANâ€‚[NL],ABRACAD TECHNOWORKS B Vâ€‚[NL],B65B1/06; B65B25/04; B65B39/00; B65B39/12,B65B25/04; B65B39/005; B65B39/12; B65B1/06,NL20071034384,20070914,NL20071034384 20070914,EP1415919 (A1); GB1167814 (A); GB437690 (A),,,,,,,,,,,,,
"Food product e.g. circular food product, cutting apparatus, has fixed disc with interchangeable stop positioned as desired based on different marks corresponding to number of parts, which is multiple of number of parts of cutting disc",FR2925383 (A1),26/06/2009,CASTAGNE CHRISTIAN,CASTAGNE CHRISTIANâ€‚[FR],B26D3/24,B26D3/245,FR20070060148,20071220,FR20070060148 20071220,EP0876245 (A1); DE2405347 (A1); DE102004036053 (A1),,,,,,,,,,,,,
New packaging for liquid products,EP2019051 (A1); EP2019051 (B1),28/01/2009,BRYCKAERT EMILIEâ€‚[FR];  CHASSARD JEAN-PIERREâ€‚[FR];  LOTZ THOMASâ€‚[FR];  REBUFELLO DANIELâ€‚[FR],LESAFFRE & CIEâ€‚[FR],B65D85/72,B65D85/72,EP20070290898,20070718,EP20070290898 20070718,WO0202428 (A1); US5643625 (A); US5254354 (A); GB1172595 (A); FR1203991 (A),,,,,,,,,,,,,
Folding cardboard box,EP2161204 (A1),10/03/2010,KICK ROBERTâ€‚[DE];  AMANN IRISâ€‚[DE],KICK ROBERTâ€‚[DE];  AMANN IRISâ€‚[DE],B65D5/66; B65D5/42,B65D5/6655; B65D5/4295; B65D2585/366,EP20080164068,20080910,DE20082011370U 20080826,US4944452 (A); WO9110339 (A1); GB2400095 (A); DE10056337 (A1); GB2297080 (A); US2004040682 (A1),,US5662222 (A),,,,,,DE10056337 (A1); DE20207596U (U1); US4944452 (A); WO9110339 (A1); GB2400095 (A),,,,,
Multifunctional food cooking device,EP2040002 (A1),25/03/2009,CALICCHIA FRANCOâ€‚[DE],CALICCHIA FRANCOâ€‚[DE],F24B1/24,F24B1/24,EP20080105184,20080829,DE20072013317U 20070921,WO9119448 (A1); US3517602 (A); DE202004007335U (U1); GB440088 (A); DE202005004822U (U1); DE202006004202U (U1),,,,,,,,DE9411329U (U1); US2003145740 (A1),,,,,
