Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
"PREPARATION ALIMENTAIRE RICHE EN PROTEINES ET HYPOCALORIQUE POUR PRODUITS DE TYPE PYZZA, ET SON PROCEDE DE PREPARATION",FR2826240 (A1); FR2826240 (B1),27/12/2002,ALLOUCHE REGINALD,ALLOUCHE REGINALDâ€‚[FR],A21D2/26; A21D2/36; A21D13/00; A21D13/06; A23L1/29; A23L1/307,A21D13/007; A21D2/263; A21D2/266; A21D2/36; A21D13/06; A23L1/29,FR20010008268,20010622,FR20010008268 20010622,GB2219723 (A); EP0107315 (A2); WO9516355 (A1); EP0104742 (A2); US6126977 (A); US5320859 (A); US3995065 (A); US4978544 (A); EP0691078 (A2); JPH11235148 (A),XP002191710,,,,,,,,,,,,
DEVICE FOR WARMING FOOD PRODUCTS SUCH AS BREAD AND IN PARTICULAR PIZZA-TYPE SANDWICHES,WO0193735 (A1),13/12/2001,BOUTELOUP CLAUDEâ€‚[FR];  HENRY RENE HENRIâ€‚[FR],BOUTELOUP CLAUDEâ€‚[FR];  HENRY RENE HENRIâ€‚[FR],A47J37/08; A47J37/08,A47J37/0864,WO2001FR01779,20010608,FR20000007413 20000609,,,,,,,,,,,US5323692 (A); DE3517746 (A1); FR2488504 (A1); US5549040 (A); US3377943 (A); US4208441 (A),,,
"Package for pizza or tart comprises circular or oval corrugated cardboard plate with flap forming handle at one end, making it easier to handle when pizza or tart is shrink wrapped",FR2815615 (B1); FR2815615 (A1),26/04/2002,NADLER JACQUES,TOQUE ANGEVINEâ€‚[FR],B65D75/00; B65D75/56; B65D85/36; B65D75/38; B65D5/52; B65D85/72,B65D75/004; B65D85/36; B65D2585/366,FR20000013411,20001019,FR20000013411 20001019,US3861576 (A); FR2748003 (A1),,,,,,,,,,,,,
Pizza cooking oven includes raised rotating platform holding pizza beneath conventional and microwave heat sources,FR2814933 (A1); FR2814933 (B1),12/04/2002,TASTAVIN SERGE R;  REGERE PASCAL;  SAINT GERMAIN FRANCOIS;  DESMIS GERARD;  MONTIGNAC LOIC L;  HABOUCHI HASSEN,ACR INDâ€‚[FR],A47J37/06; A47J39/00; A47J47/14; B65D5/42; B65D81/34; G07F9/10; B65D85/36; A47J39/00; G07F9/10; H05B6/00; H05B6/80,A47J37/0623; A47J37/0658; A47J39/00; A47J47/14; B65D81/343; B65D81/3453; B65D5/42; G07F9/105; G07F17/0078; H05B6/808; B65D2581/3406; B65D2585/366,FR20000012866,20001009,FR20000012866 20001009,EP0910053 (A1); US5378872 (A); US5522310 (A); US4164591 (A); US5509601 (A); DE207175 (C),,,,,,,,,,,,,
"METHOD FOR THE PRODUCTION OF A PIZZA-TYPE FOOD PRODUCT FOR HAND CONSUMPTION, DEVICE FOR CARRYING OUT SAID METHOD AND PRODUCT THUS OBTAINED.",WO0057710 (A1),05/10/2000,REBEAUD ISABELLEâ€‚[CH],GERARD SCHLIENGER INVESTISSEMEâ€‚[FR];  REBEAUD ISABELLEâ€‚[CH],A23L1/48; A21C9/06; A21D8/02; A21D13/00; A21D13/00; A21C15/02; A21D8/00,A21D13/0022; A21C9/063; A21D8/02; A21D13/007,WO2000FR00805,20000330,FR19990003957 19990330,,,,,,,,,,,US4400404 (A); FR2522933 (A1); EP0510764 (A1); FR2383608 (A1); US2404177 (A); BE1002409 (A6); US4651635 (A); WO9857547 (A1),,,
Dolls that speak with each other,ES2172462 (A1); ES2172462 (B1),16/09/2002,FERRI LLORENS JAIMEâ€‚[ES],ONILCO INNOVACION SAâ€‚[ES],A63H3/28; A63H3/28,,ES20010000232,20000518,ES20010000232 20000518,US6110000 (A); CA2234330 (A1); CA2225060 (A1); US5037345 (A); ES2063674 (A2); US5281180 (A); US4857030 (A),,,,,,,,,,,,,
PIZZA CUTTING DEVICE,WO0011959 (A1),09/03/2000,SERRA PASTOR EVAâ€‚[ES],SERRA PASTOR EVAâ€‚[ES],A21C15/04; A21C15/04; B26D3/24,A21C15/04,WO1999ES00263,19990818,ES19980001820 19980827,,,,,,,,,,,DE4308212 (A1); US3639981 (A); DE29618143U (U1),,,
PIZZA-PLATE UNIT FEEDING WAGON,WO0046766 (A1),10/08/2000,GOHARRIZI MASOUD ZANDIâ€‚[ES],VENDING UNIVERSE S Lâ€‚[ES];  GOHARRIZI MASOUD ZANDIâ€‚[ES],G07F9/10; G07F11/10; G07F11/16; G07F9/10,G07F9/105; G07F11/10; G07F11/16; G07F17/0078,WO1999ES00029,19990202,WO1999ES00029 19990202,,,,,,,,,,,WO9843213 (A1); EP0708421 (A1); EP0482473 (A1),,,
"METHOD FOR MAKING A FOOD PRODUCT SUCH AS PIZZA, WITH A PIZZA PASTRY BASE, AND RESULTING FOOD PRODUCT AND INSTALLATION FOR MAKING SAME",EP1056344 (A1); EP1056344 (B1),06/12/2000,NECTOUX CLAUDEâ€‚[FR],NECTOUX CLAUDEâ€‚[FR],A21C9/06; A21C9/06,A21C9/06,EP19990904910,19990219,WO1999FR00374 19990219; FR19980002227 19980219,,,,,,,,,,,GB2305350 (A); US3354842 (A); US4797291 (A); US5112631 (A); US2969025 (A); WO8900008 (A1); US4618498 (A); GB1395170 (A); WO9300013 (A1); FR2741779 (A1),,,
"METHOD FOR MAKING A FOOD PRODUCT, SUCH AS PIZZA, IN PARTICULAR FOR HAND-HELD CONSUMPTION AND RESULTING PRODUCT",EP1049379 (A1),08/11/2000,REBEAUD ISABELLEâ€‚[CH],EVOLUTION ONEâ€‚[FR],A21C9/06; A21C11/00; A21C9/06,A21C9/066; A21C11/00,EP19990900997,19990126,WO1999FR00147 19990126; FR19980000782 19980126,,,,,,,,,,,FR2741779 (A1); US3354842 (A); WO9208358 (A1); GB906940 (A); US4618498 (A); FR2282806 (A1); US2158910 (A); EP0516428 (A2); US4797291 (A); GB1248391 (A); US3782271 (A); WO9531907 (A1); EP0453586 (A1),,,
Raw topped pizza dough,EP1042956 (B1); EP1042956 (A1),11/10/2000,STOKOE IANâ€‚[SE],NESTLE SAâ€‚[CH],A21D10/02; A21D13/00; A21D13/00,A21D13/007; A21D10/025,EP19990201085,19990409,EP19990201085 19990409,US4401681 (A); US4774095 (A); US4693899 (A); EP0672349 (A1); US5059433 (A); WO9611577 (A1),,CA2148038 (A1); US5368877 (A),,,,,,,,,,,
Apparatus for applying a product,EP0981962 (A2); EP0981962 (A3),01/03/2000,SOENNICHSEN DIETERâ€‚[DE],SOENNICHSEN MASCH & STAHLBAUâ€‚[DE],A21C9/04; A21C9/04,A21C9/04,EP19990114638,19990727,DE1998138891 19980827,US3545386 (A); US3906850 (A); US3505963 (A); EP0563413 (A1); US4088249 (A); EP0293671 (A1); GB2060468 (A); EP0559486 (A1); CH575116 (A5),,,,,,,,,,,,,
"Container for transporting heated food, particularly pizza",EP0989067 (A1); EP0989067 (B1),29/03/2000,LIZZIO FILIPPOâ€‚[IT],LIZZIO FILIPPOâ€‚[IT];  BONARRIGO CARMELOâ€‚[IT],B65D21/02; B65D43/16; B65D51/16; B65D51/28; B65D85/36; B65D43/16,B65D51/28; B65D21/0223; B65D43/162; B65D51/1611; B65D2251/105; B65D2585/366,EP19990113914,19990716,IT1998TO00772 19980911,WO9412397 (A1); WO9529619 (A1); US5662237 (A); FR2116203 (A1),,,,,,,,,,,,,
"Consumable, viscoelastic, stringy composition, process for its production and dry product for use in the process",EP1240828 (A1),18/09/2002,LATZA STEFANâ€‚[DE],UNILEVER NVâ€‚[NL],A23C20/00; A23C20/00; A23L1/0524,A23C20/00,EP20020075323,20020125,DE2001112252 20010314,EP0635215 (A1); US5807601 (A); US5338560 (A); EP0574973 (A1); EP0384816 (A2),XP002201912,,,,,,,,,,,,
Dispenser of liquid or creamy components for the garnishing of food articles,EP1264543 (A1),11/12/2002,DE DOMINICIS EMANUELEâ€‚[IT];  DAMENO CARLOâ€‚[IT];  FERRIGNO MONICAâ€‚[IT];  TORGHELE CLAUDIOâ€‚[CH],ARTOS S Aâ€‚[LU],A23G3/28; A21C9/04; A21C9/08; A21C11/00; A21C15/00; G01F11/16; A21C9/04,A21C15/002; A21C9/04; A21C9/083; A21C11/006,EP20010113720,20010605,EP20010113720 20010605,DE20001194U (U1); AU6244386 (A); US3631818 (A); US5121677 (A); WO9804137 (A1),,,,,,,,,,,,,
Process for pizza preparation,EP1262102 (A1),04/12/2002,GRIECO LEONARDOâ€‚[IT],ADVANCED FOOD SYSTEM S Aâ€‚[CH];  GRIECO LEONARDOâ€‚[IT],A21C11/00; A21C11/00,A21C11/004,EP20010113232,20010530,EP20010113232 20010530,US5354566 (A); EP0904696 (A2); WO0000035 (A1),XP000879413,,,,,,,,,,,,
Process for preparing food with frozen complementary food material,EP1116445 (A3); EP1116445 (A2); EP1116445 (B1),18/07/2001,,MEGGLE GMBHâ€‚[DE],A23L1/00; A23L1/39; A23L1/48; A23P1/08; A23L1/48; A23L1/39; A23P1/08,A23L1/0067; A23L1/39; A23L1/48; A23P1/086,EP20010100527,20010109,DE2000100773 20000111,EP0648431 (A1); US4275082 (A); DE19740737 (A1); DE3716456 (A1); DE19645780 (A1); EP0835615 (A1); US4929456 (A); CA2139685 (A1); JPS63109748 (A); JPS6413977 (A); JPH09285278 (A),,US4894245 (A),,,,,,,,,,,
PRACTICAL PACKING FOR PIZZA,EP1165401 (A1); EP1165401 (B1),02/01/2002,PHILIPPINI ALTAMIRO NUNESâ€‚[BR],PHILIPPINI ALTAMIRO NUNESâ€‚[BR],B65D43/02; B65D85/36; B65D85/36; B65D43/02,B65D43/022; B65D85/36; B65D2585/366,EP20000936574,20000329,WO2000BR00058 20000329; BR7900528U 19990330,,,,,,,,,,,US4373636 (A); DE19743510 (A1),,,
"Pizza base, a process and an apparatus for the production thereof",EP1219174 (A1); EP1219174 (B1),03/07/2002,BIANCHET DANIELEâ€‚[IT];  VILLALTA LUIGIâ€‚[IT];  MOMBELLONI PAOLOâ€‚[IT];  MELOSSO GABRIELEâ€‚[IT],ROCADIN S P Aâ€‚[IT],A21C11/00; A21D8/02; A21D13/00; A21D13/00; A21C11/00; A21D8/02,A21D13/007; A21C11/006; A21D8/02,EP20000830875,20001229,EP20000830875 20001229,US5354566 (A); US3379141 (A); US4417867 (A); CH599756 (A5),,,,,,,,,,,,,
"Dough-rolling machine, in particular for the production of dough shapes for pizza",EP1129621 (A1),05/09/2001,VISONA RENATOâ€‚[IT],COMAS SPAâ€‚[IT],A21C11/00; A21C11/00,A21C11/008,EP20000830147,20000229,EP20000830147 20000229,US4514089 (A); FR2768305 (A1); EP0015194 (A1); DE157660 (C),,,,,,,,EP0463221 (A1); EP0532786 (A1),,,,,
Cheese depositing system and method,EP1188380 (A1),20/03/2002,COLE FRANKâ€‚[US];  HAIRSINE ALANâ€‚[US],KRAFT FOODS INCâ€‚[US],A21C9/04; A21C9/06; A21C11/20; A21C11/20; A21C9/04,A21C9/063; A21C9/04; A21C11/20,EP20000308059,20000915,EP20000308059 20000915,US3982033 (A); US3908584 (A); US4669254 (A); WO9908537 (A1); EP0501158 (A1); US5417996 (A); WO8900008 (A1); EP0146765 (A2); EP0741972 (A1); US3685744 (A); US5069921 (A),,,,,,,,,,,,,
Ready-to-assemble and ready-to-eat packaged pizza comprising a deep dish pizza crust,EP1053681 (A2); EP1053681 (A3),22/11/2000,RODE MARY AMANDAâ€‚[US];  PAULOS WILLIAM THEODOREâ€‚[US];  FORNECK KEITH DANIELâ€‚[US],KRAFT FOODS INCâ€‚[US],A21C11/00; A21D10/02; A21D13/00; A21D15/00; B65D5/28; B65D5/42; B65D77/04; B65D85/36; B65D5/28; A21C11/00; A21D10/02; A21D13/00; A21D15/00; B65D5/42; B65D77/04,A21D13/007; A21C11/004; A21D10/02; A21D15/00; B65D5/28; B65D5/42; B65D77/003; B65D77/0413; B65D77/042; B65D81/3222; B65D2585/366,EP20000304146,20000517,US19990134569P 19990517,EP0776605 (A2); US3407079 (A); US3379536 (A); EP0516428 (A2); US5042652 (A); US4889239 (A); US4361227 (A); EP0818399 (A1); EP0420429 (B1); US3979525 (A); US4813543 (A),,,,,,,,,,,,,
SEARCH USER INTERFACE FOR CONSTRUCTING AND MANAGING USER PROFILES AND SEARCH CRITERIA,WO0173596 (A2); WO0173596 (A3),04/10/2001,MARTINO JACQUELYN A;  NIKOLOVSKA LIRA;  CAMPLIN ALISON F,KONINKL PHILIPS ELECTRONICS NVâ€‚[NL],G06F17/30; H04N5/76; H04N5/445; G06F17/30,G06F17/3064; G06F17/30943; H04N21/431; H04N21/44222; H04N21/4755; H04N21/4826; H04N21/4828; H04N21/4532; H04N21/482,WO2001EP03006,20010319,US20000538162 20000329,,,,,,,,,,,WO9918722 (A1); EP0848554 (A2); WO9818091 (A1); WO9748230 (A1); US6029176 (A); US6002394 (A); WO9853391 (A2),,,
PACKING FOR USE WHEN COOKING DOUGH AND FOOD ITEMS IN A MICROWAVE OVEN,WO0240374 (A1),23/05/2002,PEDERSEN STEENâ€‚[DK],PEDERSEN STEENâ€‚[DK],B65D81/34; B65D81/34,B65D81/3453; B65D2205/02; B65D2581/3405; B65D2581/3406; B65D2581/346; B65D2581/3494; B65D2581/3498,WO2001DK00751,20011115,DK20000001719 20001116,,,,,,,,,,,US4260060 (A); US4826072 (A); US5986248 (A); EP0451530 (A2); US4592914 (A),,,
"Pizza self-service using slot machine dispensing cold, frozen or baked pizzas, permits user to microwave pizza on the spot or take it home for later consumption",DE19945248 (A1),05/04/2001,RUEPEL DIANAâ€‚[DE],RUEPEL DIANAâ€‚[DE],G07F11/62; G07F11/70; G07F11/04; G07F17/00,H05B6/808; G07F11/62; G07F11/70,DE1999145248,19990921,DE1999145248 19990921,,,,,,,,,,,,,,
"Circular carton for pizza, with zip edge",DE19934722 (A1),04/01/2001,,SCHWINDT RUDOLFâ€‚[DE],B65D5/20; B65D85/36; B65D3/02; B65D85/36,B65D5/2019; B65D2585/366,DE1999134722,19990611,DE1999134722 19990611,,,,,,,,,,,,,,
Transport container for hot pizza etc. contains metal/stone cooling or heating plate to keep pizzas hot,DE19918602 (A1),02/11/2000,KIESEL ALFREDâ€‚[DE],VSM GMBHâ€‚[DE],A45C11/20; B65D77/04; B65D81/38; B65D85/36; B65D81/18; B65D85/38; B65D88/74,B65D81/3825; A45C11/20; B65D77/0453; B65D85/36; B65D2577/046; B65D2585/366,DE1999118602,19990423,DE1999118602 19990423,DE3843287 (C2); DE19611027 (A1); DE29604325U (U1); DE9417146U (U1); DE9407334U (U1),,,,,,,,,,,,,
Two-stage cooking process for pizza food delivery service in which the food is pre-cooked and transferred to a second mobile cooker and then to the customer,DE19914332 (A1),05/10/2000,UHLENBRUCK DIRKâ€‚[DE],UHLENBRUCK DIRKâ€‚[DE],A23L1/01; A23L1/01; A23L1/48; B60N3/10; B60N3/16; B60P3/00,A23L1/0135; A23L1/01,DE1999114332,19990330,DE1999114332 19990330,DD259129 (A1); US5466915 (A); US5109956 (A); US4632836 (A); EP0910053 (A1),,,,,,,,,,,,,
"Pizza, for deep-freezing, has a dough base of wholemeal flour ground from pollutant-free biologically controlled produce and mixed with spring water or oxygenated water",DE19845981 (A1),13/04/2000,FOSS PIERRE NICOLASâ€‚[DE],FOSS PIERRE NICOLASâ€‚[DE],A21D6/00; A21D13/00; A21D6/00,A21D13/007; A21D6/001,DE1998145981,19981006,DE1998145981 19981006,,,,,,,,,,,,,,
"Printed advertising material on pizza carton possessing flap-lid and fold-edge with information on inside and outside of lid,",DE10056337 (A1),16/05/2002,DITTMANN DETLEFâ€‚[DE],DITTMANN DETLEFâ€‚[DE],B65D5/42; G09F23/10; B65D85/36; G09F23/10; B65D5/52; B65D85/36,B65D5/4216; G09F23/10; B65D2585/366,DE2000156337,20001114,DE2000156337 20001114,,,,,,,,,,,,,,
"Packet for food has printing on inside of base, side or lid and contains food-holders and spacer-pieces.",DE10049679 (A1),11/04/2002,KOEGL LEONHARDâ€‚[DE],KOEGL LEONHARDâ€‚[DE],B65D77/24; G09F23/10; B65D77/28; B65D85/36,B65D77/24; B65D2203/02,DE2000149679,20001007,DE2000149679 20001007,,,,,,,,,,,,,,
Food pack of lidded container contains removable insert for food having raised edges and cut corners and made of pasteboard complete with hygienic coating.,DE10024967 (A1),29/11/2001,KOEGL LEONHARDâ€‚[DE],KOEGL LEONHARDâ€‚[DE],B65D5/24; B65D5/42; B65D5/56; B65D85/36; G09F23/00; B65D5/50; B65D85/36; G09F23/02,B65D5/241; B65D5/4216; B65D5/563; B65D85/36; G09F23/00; B65D2585/366,DE2000124967,20000522,DE2000124967 20000522,DE9405373U (U1); DE9312187U (U1); DE7820603U (U1); DE7005841U (U); GB2234227 (A); US5913443 (A); US5601231 (A); US5190213 (A); EP0540482 (A1),,,,,,,,,,,,,
"Continuous rapid preparation of pizza bases, topping and baking to meet customer orders, rolls grouped dough portions first in one direction then at right angles",DE10012697 (A1),04/10/2001,GENOVESE GERALDOâ€‚[DE],GENOVESE GERALDOâ€‚[DE],A21C11/00; A21D2/02; A21D13/00; A21D13/00; A21C9/08; A21D8/02,A21D13/007; A21C11/008; A21D2/02,DE2000112697,20000315,DE2000112697 20000315,DE4016944 (C1),,,,,,,,,,,,,
Oven for pizza,CN2511134 (Y),18/09/2002,ZHANG YONGDIâ€‚[CN],ZHANG YONGDIâ€‚[CN],A21B1/04; A21B1/04,,CN2001275883U,20011210,CN2001275883U 20011210,,,,,,,,,,,,,,
PIZZA BAKING PAN,CA2359851 (A1),25/04/2002,RYWALSKI GAILâ€‚[US],KRAFT FOODS HOLDINGS INCâ€‚[US],A21B5/00; A47J37/01; A21B5/00; A47J37/01,,CA20012359851,20011024,US20000696362 20001025,,,,,,,,,,,,,,
ORIENTAL ROTI TANDOOR,CA2343881 (A1),07/04/2002,SHAH ZAHEER Aâ€‚[CA],SHAH ZAHEER Aâ€‚[CA],F24C7/04; F24C7/04,F24C7/04,CA20002343881,20001007,CA20002343881 20001007,,,,,,,,,,,,,,
APPARATUS AND METHOD FOR APPLICATION OF A FILM,CA2340825 (A1),15/09/2002,BELANGER EVEâ€‚[CA],BIOENVELOP AGRO INCâ€‚[CA],A21C9/04; A21C15/00; A21D13/00; A21D15/08; A23L1/00; A23P1/08; A21D15/08; A23B4/10; A23B4/20; A23B7/16; A23L3/3526,A21D13/0006; A21C9/04; A21C15/002; A21D13/007; A21D15/08; A23L1/0047; A23L1/0061; A23P1/085,CA20012340825,20010315,CA20012340825 20010315,,,,,,,,,,,,,,
DOUBLE LAYER - PIZZA HOLDER,CA2314711 (A1),27/01/2002,MEDINA OSCARâ€‚[CA],MEDINA OSCARâ€‚[CA],A47G19/02; A47G19/30; A47G19/02; A47G19/30,A47G19/30; A47G19/02,CA20002314711,20000727,CA20002314711 20000727,,,,,,,,,,,,,,
"STACKABLE, FOLDABLE FOOD CONTAINER",CA2271491 (A1),13/05/2000,HANNA DAVID Mâ€‚[US];  SPEESE SCOTTâ€‚[US],ARVCO CONTAINER CORPâ€‚[US],B65D5/66; B65D5/20; B65D5/66; B65D21/032,B65D5/6664; Y10S229/902,CA19992271491,19990510,US19980191617 19981113,,,,,,,,,,,,,,
CARDBOARD-MADE SPOOL ASSEMBLY FOR PINTLE,CA2270722 (A1),29/10/2000,CORRIVEAU ANDREâ€‚[CA];  LAVAL JACQUESâ€‚[CA];  CORRIVEAU JAMESâ€‚[CA],LIPPERT PINTLEPIN MFG INCâ€‚[CA],B65D85/04; B65D85/676; B65H49/20; B65H75/44; B65H49/20; B65H75/14; B65H75/30,B65H49/205; B65D85/04; B65D85/676; B65H75/4431; B65H2701/366; B65H2701/537,CA19992270722,19990429,CA19992270722 19990429,,,,,,,,,,,,,,
Internal Support Of A Pizza Box,AU6557699 (A),18/01/2001,,ADAMSEN ANNE;  PEDERSEN HENRIK,B65D5/50; B65D77/26; B65D85/36; B65D5/50; B65D77/26; B65D85/36,,AU19990065576D,19990714,AU19990065576 19990714,,,,,,,,,,,,,,
Apparatus and method for making pizza,AU4207201 (A),19/07/2001,,PUZANT KHATCHADOURIAN;  BERNARDO BRINI;  KRIKOR KOUJOUMDIJIAN,A21C3/02; A21C9/00; A21C11/06; A21C11/10; A21C3/02; A21C9/00; A21C11/06; A21C11/10,,AU20010042072D,20010504,AU20010042072 20010504,,,,,,,,,,,,,,
Pizza cheese,AU724619 (B2),28/09/2000,CHEN CAROL M;  JOHNSON MARK E,WISCONSIN ALUMNI RES FOUND,A23C19/05; A23C19/068; A23C19/05; A23C19/068,A23C19/0684; A23C19/051,AU19970034969,19970620,US19960020245P 19960621; WO1997US10761 19970620,US3117008 (A); EP0312359 (A2); FR2591433 (A1),,,,,,,,,,,,,
